# STEVAL-MKI208V1K (IIS3DWB) 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],acc_x[LSB],acc_y[LSB],acc_z[LSB],int_1
7737947,-57.462,190.320,1107.760,-942,3120,18160,0
7737984,-40.382,207.888,1086.776,-662,3408,17816,0
7738022,-8.723,185.318,1088.667,-143,3038,17847,0
7738059,-7.808,160.491,1074.210,-128,2631,17610,0
7738095,29.890,159.576,1023.702,490,2616,16782,0
7738133,12.871,124.318,1040.050,211,2038,17050,0
7738170,32.147,129.747,1007.842,527,2127,16522,0
7738208,23.912,130.662,1004.548,392,2142,16468,0
7738244,19.276,82.350,999.912,316,1350,16392,0
7738281,35.807,69.662,989.176,587,1142,16216,0
7738321,22.509,37.576,978.928,369,616,16048,0
7738357,23.912,0.976,1000.400,392,16,16400,0
7738397,27.084,-30.622,977.952,444,-502,16032,0
7738430,29.402,-62.708,973.255,482,-1028,15955,0
7738466,30.805,-90.280,980.758,505,-1480,16078,0
7738507,43.676,-121.878,943.914,716,-1998,15474,0
7738545,17.934,-136.762,954.162,294,-2242,15642,0
7738579,42.700,-142.618,953.186,700,-2338,15626,0
7738615,29.890,-157.136,961.604,490,-2576,15764,0
7738657,58.316,-151.219,958.371,956,-2479,15711,0
7738690,53.741,-167.018,965.325,881,-2738,15825,0
7738727,83.631,-180.133,937.814,1371,-2953,15374,0
7738765,65.270,-176.046,990.518,1070,-2886,16238,0
7738803,93.696,-176.534,955.504,1536,-2894,15664,0
7738839,79.483,-180.560,988.261,1303,-2960,16201,0
7738876,110.715,-174.704,986.370,1815,-2864,16170,0
7738913,75.335,-195.017,1012.112,1235,-3197,16592,0
7738950,79.910,-205.448,1012.051,1310,-3368,16591,0
7738987,66.124,-200.934,1011.563,1084,-3294,16583,0
7739025,48.678,-192.821,1035.902,798,-3161,16982,0
7739064,26.230,-190.076,1044.320,430,-3116,17120,0
7739102,18.361,-197.762,1091.473,301,-3242,17893,0
7739137,31.232,-195.078,1075.552,512,-3198,17632,0
7739174,36.722,-201.849,1091.412,602,-3309,17892,0
7739214,30.317,-172.874,1087.264,497,-2834,17824,0
7739250,6.466,-194.163,1140.029,106,-3183,18689,0
7739285,39.528,-109.678,1129.232,648,-1798,18512,0
7739324,2.318,-119.194,1151.680,38,-1954,18880,0
7739362,23.424,-87.962,1166.625,384,-1442,19125,0
7739401,0.488,-53.680,1168.516,8,-880,19156,0
7739434,10.553,-12.993,1146.983,173,-213,18803,0
7739470,-17.446,-0.305,1148.874,-286,-5,18834,0
7739508,14.701,51.179,1157.292,241,839,18972,0
7739545,-23.912,57.462,1182.058,-392,942,19378,0
7739582,-0.915,90.036,1150.338,-15,1476,18858,0
7739619,-33.550,96.319,1149.850,-550,1579,18850,0
7739656,-36.295,136.091,1156.804,-595,2231,18964,0
7739694,-49.593,127.063,1158.207,-813,2083,18987,0
7739731,-35.380,164.090,1153.510,-580,2690,18910,0
7739770,-68.930,170.922,1147.044,-1130,2802,18804,0
7739806,-67.954,184.891,1129.720,-1114,3031,18520,0
7739843,-80.398,178.974,1155.462,-1318,2934,18942,0
7739880,-58.804,208.864,1104.039,-964,3424,18099,0
7739916,-42.700,201.178,1114.348,-700,3298,18268,0
7739954,-59.292,202.520,1097.512,-972,3320,17992,0
7739991,-33.550,193.919,1087.691,-550,3179,17831,0
7740030,-9.150,195.688,1070.428,-150,3208,17548,0
7740066,4.148,154.574,1067.134,68,2534,17494,0
7740102,32.574,149.206,1016.260,534,2446,16660,0
7740140,42.700,150.548,1012.051,700,2468,16591,0
7740177,13.298,141.520,1028.399,218,2320,16859,0
7740214,31.720,101.321,1022.848,520,1661,16768,0
7740253,26.169,98.576,979.843,429,1616,16063,0
7740288,24.827,45.750,996.191,407,750,16331,0
7740326,0.488,10.980,985.394,8,180,16154,0
7740365,24.339,6.405,967.704,399,105,15864,0
7740405,47.336,-16.592,958.798,776,-272,15718,0
7740437,9.638,-83.448,974.658,158,-1368,15978,0
7740474,41.846,-98.820,964.410,686,-1620,15810,0
7740515,34.038,-121.390,950.868,558,-1990,15588,0
7740553,36.295,-139.019,994.300,595,-2279,16300,0
7740587,44.591,-133.163,940.620,731,-2183,15420,0
7740623,62.464,-152.134,952.271,1024,-2494,15611,0
7740664,57.889,-170.190,959.286,949,-2790,15726,0
7740698,77.653,-156.160,949.953,1273,-2560,15573,0
7740735,65.270,-190.564,951.356,1070,-3124,15596,0
7740773,87.291,-162.077,953.186,1431,-2657,15626,0
7740811,85.888,-176.534,948.062,1408,-2894,15542,0
7740850,71.675,-176.534,963.922,1175,-2894,15802,0
7740884,84.058,-183.305,976.061,1378,-3005,16001,0
7740921,101.992,-196.420,992.897,1672,-3220,16277,0
7740959,64.782,-183.732,1008.330,1062,-3012,16530,0
7740995,86.803,-207.705,1026.996,1423,-3405,16836,0
7741032,63.806,-180.133,1033.523,1046,-2953,16943,0
7741069,31.232,-199.104,1061.522,512,-3264,17402,0
7741106,37.210,-187.392,1068.110,610,-3072,17510,0
7741144,22.936,-218.563,1112.945,376,-3583,18245,0
7741181,21.106,-189.649,1085.861,346,-3109,17801,0
7741218,28.914,-171.105,1134.905,474,-2805,18605,0
7741256,14.274,-168.848,1122.278,234,-2768,18398,0
7741294,30.744,-129.076,1142.347,504,-2116,18727,0
7741330,20.679,-111.935,1131.123,339,-1835,18543,0
7741367,8.296,-103.822,1154.974,136,-1702,18934,0
7741405,12.810,-37.881,1134.905,210,-621,18605,0
7741442,-10.614,-32.879,1133.502,-174,-539,18582,0
7741478,-9.211,29.036,1163.392,-151,476,19072,0
7741515,-15.128,51.606,1138.626,-248,846,18666,0
7741552,-28.060,64.294,1167.113,-460,1054,19133,0
7741589,-38.552,84.607,1154.486,-632,1387,18926,0
7741627,-33.550,127.063,1151.680,-550,2083,18880,0
7741664,-55.571,140.605,1157.780,-911,2305,18980,0
7741703,-50.508,160.491,1152.656,-828,2631,18896,0
7741742,-42.212,171.288,1157.780,-692,2808,18980,0
7741776,-64.294,174.460,1118.984,-1054,2860,18344,0
7741813,-80.398,169.519,1129.720,-1318,2779,18520,0
7741850,-80.398,177.632,1109.651,-1318,2912,18191,0
7741887,-67.588,193.004,1140.456,-1108,3164,18696,0
7741924,-58.316,203.374,1091.900,-956,3334,17900,0
7741965,-59.719,193.004,1092.388,-979,3164,17908,0
7741999,-17.446,196.664,1066.219,-286,3224,17479,0
7742035,3.660,186.660,1051.762,60,3060,17242,0
7742073,26.657,147.864,1078.358,437,2424,17678,0
7742112,45.506,165.920,1025.593,746,2720,16813,0
7742148,25.742,142.008,1018.578,422,2328,16698,0
7742185,29.890,136.518,1032.608,490,2238,16928,0
7742221,31.720,104.066,984.967,520,1706,16147,0
7742260,10.126,72.407,977.952,166,1187,16032,0
7742300,21.594,36.234,972.828,354,594,15948,0
7742333,8.296,30.378,978.440,136,498,16040,0
7742370,10.553,-5.734,997.594,173,-94,16354,0
7742410,39.955,-30.622,963.922,655,-502,15802,0
7742449,28.487,-73.078,967.704,467,-1198,15864,0
7742483,24.339,-106.506,977.525,399,-1746,16025,0
7742519,45.933,-126.392,968.619,753,-2072,15879,0
7742559,33.550,-128.649,952.332,550,-2109,15612,0
7742596,36.722,-153.476,952.698,602,-2516,15618,0
7742631,36.722,-162.992,963.922,602,-2672,15802,0
7742669,57.889,-158.844,949.953,949,-2604,15573,0
7742707,77.653,-180.194,944.341,1273,-2954,15481,0
7742742,74.908,-164.334,935.496,1228,-2694,15336,0
7742779,67.039,-166.591,959.774,1099,-2731,15734,0
7742819,81.740,-180.133,962.580,1340,-2953,15780,0
7742853,99.186,-164.334,949.526,1626,-2694,15566,0
7742890,98.759,-186.477,963.922,1619,-3057,15802,0
7742928,90.951,-199.104,995.703,1491,-3264,16323,0
7742969,79.483,-202.764,1013.942,1303,-3324,16622,0
7743002,70.760,-186.477,1030.778,1160,-3057,16898,0
7743039,30.744,-219.905,1057.862,504,-3605,17342,0
7743077,42.273,-185.074,1069.086,693,-3034,17526,0
7743114,30.317,-188.734,1087.752,497,-3094,17832,0
7743152,20.679,-205.448,1110.627,339,-3368,18207,0
7743188,26.596,-192.760,1094.706,436,-3160,17946,0
7743225,3.172,-176.534,1119.960,52,-2894,18360,0
7743266,10.614,-157.990,1132.099,174,-2590,18559,0
7743302,33.550,-137.677,1146.068,550,-2257,18788,0
7743337,30.744,-104.676,1156.377,504,-1716,18957,0
7743374,6.405,-78.507,1156.377,105,-1287,18957,0
7743413,0.488,-54.534,1161.501,8,-894,19041,0
7743448,11.041,3.294,1134.905,181,54,18605,0
7743486,-39.040,20.496,1153.998,-640,336,18918,0
7743522,-11.956,66.978,1163.819,-196,1098,19079,0
7743562,-35.380,69.235,1161.501,-580,1135,19041,0
7743597,-38.125,110.776,1152.656,-625,1816,18896,0
7743635,-47.763,123.891,1162.416,-783,2031,19056,0
7743671,-37.210,141.520,1176.446,-610,2320,19286,0
7743709,-62.464,138.836,1163.392,-1024,2276,19072,0
7743746,-49.593,159.576,1154.486,-813,2616,18926,0
7743783,-75.335,173.606,1117.581,-1235,2846,18321,0
7743820,-87.291,163.663,1169.797,-1431,2683,19177,0
7743857,-62.037,204.350,1113.250,-1017,3350,18250,0
7743895,-68.015,207.949,1120.753,-1115,3409,18373,0
7743932,-80.886,203.435,1098.793,-1326,3335,18013,0
7743969,-34.465,191.662,1098.793,-565,3142,18013,0
7744008,-8.296,199.836,1067.988,-136,3276,17508,0
7744043,21.106,182.634,1078.724,346,2994,17684,0
7744080,3.660,152.378,1053.958,60,2498,17278,0
7744117,49.593,166.835,1026.447,813,2735,16827,0
7744155,26.169,152.378,1020.835,429,2498,16735,0
7744193,20.191,134.322,1037.610,331,2202,17010,0
7744229,39.528,113.521,990.030,648,1861,16230,0
7744267,16.592,86.376,988.627,272,1416,16207,0
7744305,17.446,35.807,989.969,286,587,16229,0
7744345,30.317,30.378,961.055,497,498,15755,0
7744378,0.915,-21.106,984.357,15,-346,16137,0
7744415,31.232,-28.792,975.024,512,-472,15984,0
7744456,12.444,-100.223,959.652,204,-1643,15732,0
7744491,30.317,-91.622,961.055,497,-1502,15755,0
7744526,47.763,-113.277,931.104,783,-1857,15264,0
7744565,23.424,-156.221,980.148,384,-2561,16068,0
7744603,60.207,-129.991,940.986,987,-2131,15426,0
7744638,45.018,-156.648,967.094,738,-2568,15854,0
7744675,45.506,-157.075,962.458,746,-2575,15778,0
7744714,81.740,-163.846,937.692,1340,-2686,15372,0
7744749,54.656,-185.074,983.442,896,-3034,16122,0
7744787,91.866,-147.132,950.258,1506,-2412,15578,0
7744824,97.844,-185.135,976.000,1604,-3035,16000,0
7744860,102.480,-179.279,997.472,1680,-2939,16352,0
7744898,105.652,-195.505,982.466,1732,-3205,16106,0
7744935,88.694,-198.250,998.875,1454,-3250,16375,0
7744972,79.483,-214.476,1005.402,1303,-3516,16482,0
7745012,53.741,-197.762,1026.447,881,-3242,16827,0
7745047,44.103,-189.161,1046.028,723,-3101,17148,0
7745084,31.720,-206.790,1077.321,520,-3390,17661,0
7745121,23.912,-179.279,1070.306,392,-2939,17546,0
7745158,32.147,-186.904,1085.251,527,-3064,17791,0
7745196,16.104,-208.620,1097.390,264,-3420,17990,0
7745233,20.191,-163.419,1122.156,331,-2679,18396,0
7745269,21.594,-153.049,1139.907,354,-2509,18687,0
7745308,15.616,-116.449,1118.862,256,-1909,18342,0
7745344,22.936,-99.308,1144.543,376,-1628,18763,0
7745382,-0.488,-83.021,1170.285,-8,-1361,19185,0
7745418,15.616,-42.334,1137.101,256,-694,18641,0
7745455,-8.723,-5.734,1156.194,-143,-94,18954,0
7745494,-14.640,34.892,1150.155,-240,572,18855,0
7745530,-28.914,54.290,1153.022,-474,890,18902,0
7745567,-9.638,85.949,1145.519,-158,1409,18779,0
7745603,-24.400,101.321,1144.116,-400,1661,18756,0
7745642,-41.358,105.835,1158.146,-678,1735,18986,0
7745679,-38.186,137.494,1156.255,-626,2254,18955,0
7745716,-56.974,177.266,1162.782,-934,2906,19062,0
7745755,-61.122,159.149,1141.798,-1002,2609,18718,0
7745791,-65.270,176.778,1146.922,-1070,2898,18802,0
7745827,-67.954,179.889,1140.334,-1114,2949,18694,0
7745866,-51.911,189.832,1116.544,-851,3112,18304,0
7745902,-84.546,183.976,1124.962,-1386,3016,18442,0
7745938,-52.399,218.380,1108.126,-859,3580,18166,0
7745976,-26.169,199.348,1067.500,-429,3268,17500,0
7746016,-5.063,182.146,1102.514,-83,2986,18074,0
7746050,7.320,155.062,1052.616,120,2542,17256,0
7746088,9.638,160.491,1042.734,158,2631,17094,0
7746124,25.742,155.977,1045.052,422,2557,17132,0
7746162,26.169,154.635,1006.378,429,2535,16498,0
7746203,23.912,115.290,994.178,392,1890,16298,0
7746236,16.531,89.121,1025.471,271,1461,16811,0
7746273,32.635,69.235,974.597,535,1135,15977,0
7746310,2.745,38.979,976.000,45,639,16000,0
7746350,28.975,10.065,970.876,475,165,15916,0
7746385,13.298,-12.078,966.606,218,-198,15846,0
7746422,18.361,-33.306,954.467,301,-546,15647,0
7746460,12.810,-100.650,974.170,210,-1650,15970,0
7746500,17.446,-111.508,961.970,286,-1828,15770,0
7746534,50.508,-115.107,950.746,828,-1887,15586,0
7746571,23.912,-142.618,966.179,392,-2338,15839,0
7746608,47.336,-152.561,977.830,776,-2501,16030,0
7746646,50.508,-137.250,958.249,828,-2250,15709,0
7746682,60.634,-182.878,953.552,994,-2998,15632,0
7746721,69.357,-162.077,931.592,1137,-2657,15272,0
7746761,65.270,-185.562,946.537,1070,-3042,15517,0
7746798,87.718,-187.392,958.676,1438,-3072,15716,0
7746831,102.907,-157.563,952.637,1687,-2583,15617,0
7746868,96.014,-183.732,984.906,1574,-3012,16146,0
7746905,96.502,-193.675,996.557,1582,-3175,16337,0
7746943,79.483,-192.394,1004.914,1303,-3154,16474,0
7746980,86.376,-202.764,1037.183,1416,-3324,17003,0
7747021,49.166,-196.908,1035.292,806,-3228,16972,0
7747053,37.210,-203.191,1050.237,610,-3331,17217,0
7747091,15.128,-186.050,1082.018,248,-3050,17738,0
7747129,21.594,-200.446,1057.740,354,-3286,17340,0
7747167,17.934,-213.134,1118.862,294,-3494,18342,0
7747203,23.424,-193.736,1116.117,384,-3176,18297,0
7747240,16.531,-142.252,1120.326,271,-2332,18366,0
7747278,24.339,-148.535,1139.419,399,-2435,18679,0
7747314,24.339,-99.735,1127.768,399,-1635,18488,0
7747355,2.318,-115.107,1155.340,38,-1887,18940,0
7747389,23.912,-69.479,1118.435,392,-1139,18335,0
7747426,14.274,-26.535,1146.922,234,-435,18802,0
7747464,-25.254,-12.932,1180.106,-414,-212,19346,0
7747500,-0.427,37.149,1140.822,-7,609,18702,0
7747537,-29.890,63.806,1165.100,-490,1046,19100,0
7747574,-4.575,99.979,1136.613,-75,1639,18633,0
7747614,-53.314,95.404,1166.503,-874,1564,19123,0
7747653,-30.805,132.492,1119.838,-505,2172,18358,0
7747686,-56.059,148.291,1153.388,-919,2431,18908,0
7747723,-56.059,164.578,1128.256,-919,2698,18496,0
7747764,-65.270,165.920,1150.216,-1070,2720,18856,0
7747801,-71.187,170.922,1146.434,-1167,2802,18794,0
7747835,-63.806,201.605,1109.529,-1046,3305,18189,0
7747872,-64.294,172.691,1134.783,-1054,2831,18603,0
7747909,-62.952,202.032,1125.877,-1032,3312,18457,0
7747946,-44.103,180.804,1113.250,-723,2964,18250,0
7747983,-9.638,206.119,1086.166,-158,3379,17806,0
7748022,-19.276,178.547,1068.903,-316,2927,17523,0
7748058,19.276,176.290,1057.679,316,2890,17339,0
7748095,14.701,157.746,1031.083,241,2586,16903,0
7748132,13.786,155.977,1021.750,226,2557,16750,0
7748171,45.933,140.178,1005.402,753,2298,16482,0
7748206,21.106,123.464,1007.293,346,2024,16513,0
7748244,34.038,85.522,987.224,558,1402,16184,0
7748281,21.167,77.836,984.845,347,1276,16145,0
7748318,34.892,43.432,958.188,572,712,15708,0
7748355,25.742,9.150,997.472,422,150,16352,0
7748393,11.468,-34.648,968.070,188,-568,15870,0
7748430,38.186,-37.820,983.930,626,-620,16130,0
7748467,25.254,-97.966,978.318,414,-1606,16038,0
7748505,46.360,-91.622,980.209,760,-1502,16069,0
7748542,10.126,-142.191,961.970,166,-2331,15770,0
7748578,41.358,-146.705,958.676,678,-2405,15716,0
7748617,52.826,-157.563,940.010,866,-2583,15410,0
7748653,46.360,-166.164,982.527,760,-2724,16107,0
7748690,59.719,-164.822,951.722,979,-2702,15602,0
7748727,70.272,-179.706,965.264,1152,-2946,15824,0
7748766,77.165,-173.850,975.024,1265,-2850,15984,0
7748803,84.973,-171.105,964.776,1393,-2805,15816,0
7748838,87.718,-178.364,967.582,1438,-2924,15862,0
7748876,109.373,-179.218,988.139,1793,-2938,16199,0
7748912,86.376,-196.420,991.860,1416,-3220,16260,0
7748950,111.630,-189.222,997.472,1830,-3102,16352,0
7748987,62.037,-207.278,1004.426,1017,-3398,16466,0
7749023,45.018,-200.934,1043.710,738,-3294,17110,0
7749063,39.528,-181.048,1036.268,648,-2968,16988,0
7749101,16.531,-204.960,1073.112,271,-3360,17592,0
7749136,25.742,-190.076,1083.421,422,-3116,17761,0
7749174,7.320,-199.104,1115.141,120,-3264,18281,0
7749212,27.999,-177.937,1112.823,459,-2917,18243,0
7749247,33.062,-145.851,1118.435,542,-2391,18335,0
7749284,20.679,-143.594,1127.280,339,-2354,18480,0
7749324,4.148,-127.734,1148.325,68,-2094,18825,0
7749361,17.019,-93.879,1147.837,279,-1539,18817,0
7749396,15.616,-45.079,1131.550,256,-739,18550,0
7749433,-10.126,-34.221,1175.409,-166,-561,19269,0
7749470,-1.830,13.237,1137.528,-30,217,18648,0
7749508,4.636,71.980,1161.806,76,1180,19046,0
7749545,-16.958,61.122,1154.364,-278,1002,18924,0
7749581,-29.402,89.548,1156.255,-482,1468,18955,0
7749619,-20.679,123.464,1156.255,-339,2024,18955,0
7749655,-45.872,120.719,1162.782,-752,1979,19062,0
7749693,-31.720,155.550,1148.752,-520,2550,18832,0
7749730,-67.527,155.062,1164.185,-1107,2542,19085,0
7749768,-58.316,169.519,1140.395,-956,2779,18695,0
7749804,-63.440,176.778,1122.156,-1040,2898,18396,0
7749842,-80.398,174.948,1108.126,-1318,2868,18166,0
7749879,-81.313,175.436,1120.753,-1333,2876,18373,0
7749917,-68.930,189.405,1124.474,-1130,3105,18434,0
7749954,-34.892,208.376,1105.808,-572,3416,18128,0
7749991,-42.212,178.120,1090.924,-692,2920,17884,0
7750030,4.148,167.262,1064.694,68,2742,17454,0
7750065,13.786,157.380,1046.028,226,2580,17148,0
7750104,24.766,148.352,1032.059,406,2432,16919,0
7750140,42.273,146.949,1017.114,693,2409,16674,0
7750177,19.276,114.436,1028.704,316,1876,16864,0
7750216,48.190,132.492,1011.929,790,2172,16589,0
7750252,4.575,71.004,1007.720,75,1164,16520,0
7750288,39.040,66.490,965.264,640,1090,15824,0
7750325,16.104,18.666,982.100,264,306,16100,0
7750363,5.978,-6.222,976.000,98,-102,16000,0
7750403,27.999,-4.392,960.567,459,-72,15747,0
7750437,19.764,-77.104,995.154,324,-1264,16314,0
7750474,58.316,-82.533,958.676,956,-1353,15716,0
7750514,44.530,-106.933,965.691,730,-1753,15831,0
7750552,14.213,-139.507,967.582,233,-2287,15862,0
7750586,39.528,-135.908,947.940,648,-2228,15540,0
7750623,50.996,-158.966,945.134,836,-2606,15494,0
7750663,68.930,-144.448,956.846,1130,-2368,15686,0
7750698,54.229,-176.961,970.876,889,-2901,15916,0
7750734,81.313,-155.306,943.304,1333,-2546,15464,0
7750771,85.461,-176.961,960.140,1401,-2901,15740,0
7750810,99.247,-173.850,978.745,1627,-2850,16045,0
7750845,86.376,-178.364,983.442,1416,-2924,16122,0
7750883,90.524,-186.904,990.457,1484,-3064,16237,0
7750920,118.523,-183.305,989.054,1943,-3005,16214,0
7750957,87.230,-207.705,995.154,1430,-3405,16314,0
7750995,50.996,-207.217,1040.904,836,-3397,17064,0
7751034,51.484,-202.703,1010.038,844,-3323,16558,0
7751069,35.380,-186.477,1053.470,580,-3057,17270,0
7751105,26.657,-186.050,1067.073,437,-3050,17493,0
7751143,30.317,-201.361,1096.902,497,-3301,17982,0
7751180,26.657,-202.764,1102.087,437,-3324,18067,0
7751220,37.210,-165.676,1122.644,610,-2716,18404,0
7751254,-1.403,-166.591,1120.326,-23,-2731,18366,0
7751291,7.808,-146.278,1156.255,128,-2398,18955,0
7751329,30.317,-109.678,1120.753,497,-1798,18373,0
7751368,4.636,-83.936,1148.264,76,-1376,18824,0
7751403,3.172,-56.364,1117.520,52,-924,18320,0
7751441,5.978,-8.052,1146.922,98,-132,18802,0
7751478,-11.956,19.520,1164.673,-196,320,19093,0
7751515,-10.980,39.406,1141.798,-180,646,18718,0
7751552,-11.895,89.548,1155.767,-195,1468,18947,0
7751589,-40.382,78.690,1154.364,-662,1290,18924,0
7751626,-42.273,101.321,1154.852,-693,1661,18932,0
7751662,-46.848,142.008,1140.822,-768,2328,18702,0
7751702,-54.229,150.548,1156.255,-889,2468,18955,0
7751738,-62.464,157.807,1159.488,-1024,2587,19008,0
7751775,-53.741,177.205,1143.140,-881,2905,18740,0
7751813,-85.461,171.349,1159.976,-1401,2809,19016,0
7751851,-73.505,177.632,1115.629,-1205,2912,18289,0
7751887,-75.823,188.490,1115.202,-1243,3090,18282,0
7751924,-69.357,201.178,1091.290,-1137,3298,17890,0
7751960,-40.443,199.775,1082.933,-663,3275,17753,0
7751998,-22.997,208.376,1073.600,-377,3416,17600,0
7752035,-5.978,164.090,1066.158,-98,2690,17478,0
7752073,20.252,170.007,1049.322,332,2787,17202,0
7752109,30.317,147.376,1030.656,497,2416,16896,0
7752148,35.868,140.178,1040.416,588,2298,17056,0
7752185,37.698,155.977,1017.480,618,2557,16680,0
7752221,37.698,110.349,1005.402,618,1809,16482,0
7752262,26.230,81.862,982.039,430,1342,16099,0
7752297,8.723,44.774,984.845,143,734,16145,0
7752334,26.169,25.376,965.691,429,416,15831,0
7752370,16.531,2.806,954.040,271,46,15640,0
7752406,16.531,-31.049,982.100,271,-509,16100,0
7752446,34.892,-59.536,978.318,572,-976,16038,0
7752485,37.210,-85.705,955.870,610,-1405,15670,0
7752519,22.570,-134.505,970.876,370,-2205,15916,0
7752555,40.443,-128.222,937.692,663,-2102,15372,0
7752597,39.528,-147.620,974.109,648,-2420,15969,0
7752630,54.168,-149.877,965.264,888,-2457,15824,0
7752667,70.760,-175.192,984.906,1160,-2872,16146,0
7752706,74.420,-159.820,949.404,1220,-2620,15564,0
7752743,65.697,-163.846,963.861,1077,-2686,15801,0
7752779,69.845,-179.706,969.900,1145,-2946,15900,0
7752816,88.694,-191.906,954.955,1454,-3146,15655,0
7752855,96.929,-170.678,984.418,1589,-2798,16138,0
7752891,97.844,-190.564,1001.681,1604,-3124,16421,0
7752927,77.165,-183.732,990.030,1265,-3012,16230,0
7752969,76.250,-196.420,1017.114,1250,-3220,16674,0
7753005,68.015,-198.677,1021.750,1115,-3257,16750,0
7753039,59.292,-181.536,1060.973,972,-2976,17393,0
7753076,36.722,-196.908,1057.679,602,-3228,17339,0
7753113,7.381,-183.305,1089.460,121,-3005,17860,0
7753150,56.974,-193.248,1087.142,934,-3168,17822,0
7753187,19.276,-188.307,1109.529,316,-3087,18189,0
7753224,17.446,-168.421,1103.490,286,-2761,18090,0
7753261,20.252,-161.162,1110.932,332,-2642,18212,0
7753299,16.104,-112.362,1123.559,264,-1842,18419,0
7753336,3.233,-115.534,1146.434,53,-1894,18794,0
7753374,-4.575,-68.076,1131.062,-75,-1116,18542,0
7753411,4.148,-45.506,1137.101,68,-746,18641,0
7753448,0.000,-6.710,1142.286,0,-110,18726,0
7753487,1.403,34.892,1146.922,23,572,18802,0
7753523,-27.572,70.150,1154.364,-452,1150,18924,0
7753559,-18.361,70.150,1163.758,-301,1150,19078,0
7753597,-30.744,109.922,1136.186,-504,1802,18626,0
7753633,-38.552,116.266,1159.488,-632,1906,19008,0
7753670,-45.018,146.949,1151.131,-738,2409,18871,0
7753708,-49.593,144.265,1163.270,-813,2365,19070,0
7753748,-60.634,176.290,1130.086,-994,2890,18526,0
7753786,-72.102,174.521,1145.519,-1182,2861,18779,0
7753820,-65.697,177.266,1132.404,-1077,2906,18564,0
7753856,-77.165,188.978,1126.792,-1265,3098,18472,0
7753894,-90.951,188.063,1112.396,-1491,3083,18236,0
7753931,-49.654,202.093,1082.872,-814,3313,17752,0
7753969,-61.976,190.320,1100.684,-1016,3120,18044,0
7754006,-17.446,193.492,1110.444,-286,3172,18204,0
7754043,11.468,172.264,1049.810,188,2824,17210,0
7754079,21.594,167.262,1035.292,354,2742,16972,0
7754117,5.978,151.463,1039.501,98,2483,17041,0
7754154,30.317,126.148,1032.974,497,2068,16934,0
7754191,33.062,151.890,996.557,542,2490,16337,0
7754228,10.065,94.062,1024.556,165,1542,16796,0
7754266,31.720,75.518,988.139,520,1238,16199,0
7754303,19.764,42.578,995.581,324,698,16321,0
7754342,13.786,17.324,978.318,226,284,16038,0
7754376,43.188,-8.906,966.667,708,-146,15847,0
7754414,11.956,-51.362,976.915,196,-842,16015,0
7754451,25.742,-69.418,976.427,422,-1138,16007,0
7754490,45.018,-98.332,954.955,738,-1612,15655,0
7754528,29.402,-133.102,960.567,482,-2182,15747,0
7754563,28.060,-127.734,973.621,460,-2094,15961,0
7754600,44.103,-139.507,954.528,723,-2287,15648,0
7754641,44.103,-134.932,943.304,723,-2212,15464,0
7754678,73.505,-170.678,951.661,1205,-2798,15601,0
7754712,62.464,-160.308,936.716,1024,-2628,15356,0
7754749,79.910,-181.963,955.382,1310,-2983,15662,0
7754790,93.269,-158.905,939.095,1529,-2605,15395,0
7754823,93.269,-181.963,972.706,1529,-2983,15946,0
7754861,90.951,-166.164,961.970,1491,-2724,15770,0
7754901,98.332,-198.677,984.845,1612,-3257,16145,0
7754934,100.162,-198.616,1000.278,1642,-3256,16398,0
7754972,111.630,-203.618,1021.262,1830,-3338,16742,0
7755011,55.571,-185.562,1024.068,911,-3042,16788,0
7755048,49.593,-197.274,1052.555,813,-3234,17255,0
7755083,32.574,-188.246,1071.282,534,-3086,17562,0
7755121,36.295,-199.592,1096.475,595,-3272,17975,0
7755159,20.252,-197.762,1103.978,332,-3242,18098,0
7755198,10.126,-173.850,1110.932,166,-2850,18212,0
7755235,37.210,-169.763,1116.056,610,-2783,18296,0
7755270,-2.806,-152.134,1149.728,-46,-2494,18848,0
7755306,30.317,-122.366,1139.480,497,-2006,18680,0
7755344,-6.466,-114.192,1143.628,-106,-1872,18748,0
7755380,32.147,-54.107,1132.892,527,-887,18572,0
7755418,3.660,-45.994,1150.704,60,-754,18864,0
7755455,12.383,6.405,1131.977,203,105,18557,0
7755494,-13.786,34.465,1156.682,-226,565,18962,0
7755531,1.403,61.549,1155.340,23,1009,18940,0
7755567,-17.019,77.348,1163.270,-279,1268,19070,0
7755605,-19.276,117.120,1164.185,-316,1920,19085,0
7755643,-45.933,122.122,1142.713,-753,2002,18733,0
7755678,-54.229,143.350,1144.604,-889,2350,18764,0
7755715,-32.147,174.033,1126.792,-527,2853,18472,0
7755755,-81.313,152.805,1165.100,-1333,2505,19100,0
7755789,-62.037,168.604,1144.116,-1017,2764,18756,0
7755827,-63.440,181.719,1136.674,-1040,2979,18634,0
7755864,-67.527,189.832,1131.062,-1107,3112,18542,0
7755901,-68.442,200.263,1119.838,-1122,3283,18358,0
7755938,-63.440,195.261,1092.266,-1040,3201,17906,0
7755980,-28.487,202.032,1104.466,-467,3312,18106,0
7756016,5.978,195.261,1079.212,98,3201,17692,0
7756050,-8.296,173.606,1074.027,-136,2846,17607,0
7756087,24.766,156.892,1040.416,406,2572,17056,0
