# STEVAL-MKI168V1 (IIS2DH) 

time[us],acc_x[mg],acc_y[mg],acc_z[mg],acc_x[LSB],acc_y[LSB],acc_z[LSB],int_1,int_2
106829819,753.000,205.000,-636.000,753,205,-636,0,0
106830569,691.000,192.000,-632.000,691,192,-632,0,0
106831321,707.000,208.000,-600.000,707,208,-600,0,0
106832079,743.000,199.000,-647.000,743,199,-647,0,0
106832832,665.000,200.000,-609.000,665,200,-609,0,0
106833582,732.000,213.000,-611.000,732,213,-611,0,0
106834333,713.000,191.000,-641.000,713,191,-641,0,0
106835094,681.000,204.000,-602.000,681,204,-602,0,0
106835845,751.000,204.000,-641.000,751,204,-641,0,0
106836597,684.000,196.000,-633.000,684,196,-633,0,0
106837349,707.000,212.000,-598.000,707,212,-598,0,0
106838100,737.000,199.000,-642.000,737,199,-642,0,0
106838859,669.000,196.000,-608.000,669,196,-608,0,0
106839610,737.000,212.000,-614.000,737,212,-614,0,0
106840362,711.000,193.000,-648.000,711,193,-648,0,0
106841114,681.000,210.000,-601.000,681,210,-601,0,0
106841866,748.000,208.000,-638.000,748,208,-638,0,0
106842626,677.000,196.000,-631.000,677,196,-631,0,0
106843378,709.000,216.000,-610.000,709,216,-610,0,0
106844130,736.000,200.000,-650.000,736,200,-650,0,0
106844882,669.000,205.000,-613.000,669,205,-613,0,0
106845640,736.000,219.000,-624.000,736,219,-624,0,0
106846392,700.000,197.000,-650.000,700,197,-650,0,0
106847144,674.000,213.000,-601.000,674,213,-601,0,0
106847895,744.000,209.000,-646.000,744,209,-646,0,0
106848646,679.000,195.000,-631.000,679,195,-631,0,0
106849406,707.000,213.000,-607.000,707,213,-607,0,0
106850158,728.000,197.000,-645.000,728,197,-645,0,0
106850910,667.000,205.000,-607.000,667,205,-607,0,0
106851660,737.000,215.000,-616.000,737,215,-616,0,0
106852421,699.000,195.000,-639.000,699,195,-639,0,0
106853172,684.000,215.000,-596.000,684,215,-596,0,0
106853924,744.000,209.000,-632.000,744,209,-632,0,0
106854682,670.000,196.000,-624.000,670,196,-624,0,0
106855434,716.000,214.000,-604.000,716,214,-604,0,0
106856186,727.000,202.000,-648.000,727,202,-648,0,0
106856939,666.000,203.000,-602.000,666,203,-602,0,0
106857690,734.000,215.000,-621.000,734,215,-621,0,0
106858442,694.000,200.000,-640.000,694,200,-640,0,0
106859202,684.000,218.000,-597.000,684,218,-597,0,0
106859955,744.000,215.000,-642.000,744,215,-642,0,0
106860706,667.000,201.000,-625.000,667,201,-625,0,0
106861458,715.000,221.000,-612.000,715,221,-612,0,0
106862210,723.000,200.000,-656.000,723,200,-656,0,0
106862962,668.000,207.000,-613.000,668,207,-613,0,0
106863722,738.000,215.000,-632.000,738,215,-632,0,0
106864474,694.000,194.000,-645.000,694,194,-645,0,0
106865226,689.000,213.000,-601.000,689,213,-601,0,0
106865978,743.000,205.000,-640.000,743,205,-640,0,0
106866730,672.000,197.000,-615.000,672,197,-615,0,0
106867490,720.000,216.000,-606.000,720,216,-606,0,0
106868242,721.000,200.000,-644.000,721,200,-644,0,0
106868995,667.000,210.000,-606.000,667,210,-606,0,0
106869746,746.000,213.000,-626.000,746,213,-626,0,0
106870498,692.000,193.000,-639.000,692,193,-639,0,0
106871258,695.000,214.000,-600.000,695,214,-600,0,0
106872011,745.000,208.000,-645.000,745,208,-645,0,0
106872762,668.000,198.000,-623.000,668,198,-623,0,0
106873514,725.000,216.000,-617.000,725,216,-617,0,0
106874267,726.000,196.000,-655.000,726,196,-655,0,0
106875019,669.000,207.000,-607.000,669,207,-607,0,0
106875777,742.000,211.000,-634.000,742,211,-634,0,0
106876530,686.000,192.000,-634.000,686,192,-634,0,0
106877280,697.000,217.000,-605.000,697,217,-605,0,0
106878033,747.000,207.000,-649.000,747,207,-649,0,0
106878785,668.000,200.000,-618.000,668,200,-618,0,0
106879544,726.000,213.000,-611.000,726,213,-611,0,0
106880296,719.000,195.000,-652.000,719,195,-652,0,0
106881047,675.000,207.000,-602.000,675,207,-602,0,0
106881800,748.000,212.000,-628.000,748,212,-628,0,0
106882551,684.000,191.000,-632.000,684,191,-632,0,0
106883312,701.000,212.000,-602.000,701,212,-602,0,0
106884063,739.000,196.000,-645.000,739,196,-645,0,0
106884816,665.000,194.000,-610.000,665,194,-610,0,0
106885566,730.000,209.000,-610.000,730,209,-610,0,0
106886319,714.000,188.000,-643.000,714,188,-643,0,0
106887078,677.000,204.000,-603.000,677,204,-603,0,0
106887830,748.000,204.000,-639.000,748,204,-639,0,0
106888582,687.000,191.000,-638.000,687,191,-638,0,0
106889333,707.000,210.000,-605.000,707,210,-605,0,0
106890094,745.000,192.000,-642.000,745,192,-642,0,0
106890845,668.000,199.000,-613.000,668,199,-613,0,0
106891597,731.000,210.000,-612.000,731,210,-612,0,0
106892349,712.000,190.000,-638.000,712,190,-638,0,0
106893100,678.000,208.000,-592.000,678,208,-592,0,0
106893860,748.000,206.000,-631.000,748,206,-631,0,0
106894610,680.000,192.000,-624.000,680,192,-624,0,0
106895363,709.000,209.000,-599.000,709,209,-599,0,0
106896115,741.000,192.000,-647.000,741,192,-647,0,0
106896867,669.000,195.000,-614.000,669,195,-614,0,0
106897626,740.000,206.000,-616.000,740,206,-616,0,0
106898379,708.000,191.000,-640.000,708,191,-640,0,0
106899131,687.000,208.000,-602.000,687,208,-602,0,0
106899883,754.000,204.000,-642.000,754,204,-642,0,0
106900634,686.000,192.000,-631.000,686,192,-631,0,0
106901395,719.000,205.000,-600.000,719,205,-600,0,0
106902147,739.000,189.000,-646.000,739,189,-646,0,0
106902899,672.000,197.000,-609.000,672,197,-609,0,0
106903649,742.000,205.000,-618.000,742,205,-618,0,0
106904402,707.000,186.000,-644.000,707,186,-644,0,0
106905161,687.000,199.000,-603.000,687,199,-603,0,0
106905913,750.000,197.000,-639.000,750,197,-639,0,0
106906665,677.000,185.000,-621.000,677,185,-621,0,0
106907416,716.000,207.000,-608.000,716,207,-608,0,0
106908175,735.000,189.000,-646.000,735,189,-646,0,0
106908927,680.000,194.000,-605.000,680,194,-605,0,0
106909677,746.000,204.000,-618.000,746,204,-618,0,0
106910430,707.000,181.000,-644.000,707,181,-644,0,0
106911188,693.000,199.000,-607.000,693,199,-607,0,0
106911940,747.000,195.000,-647.000,747,195,-647,0,0
106912692,673.000,186.000,-633.000,673,186,-633,0,0
106913443,722.000,205.000,-616.000,722,205,-616,0,0
106914195,734.000,184.000,-653.000,734,184,-653,0,0
106914955,673.000,194.000,-616.000,673,194,-616,0,0
106915707,747.000,200.000,-631.000,747,200,-631,0,0
106916459,704.000,182.000,-632.000,704,182,-632,0,0
106917211,693.000,204.000,-597.000,693,204,-597,0,0
106917963,752.000,194.000,-641.000,752,194,-641,0,0
106918723,680.000,187.000,-619.000,680,187,-619,0,0
106919475,726.000,204.000,-607.000,726,204,-607,0,0
106920226,731.000,184.000,-641.000,731,184,-641,0,0
106920979,681.000,193.000,-596.000,681,193,-596,0,0
106921738,754.000,197.000,-619.000,754,197,-619,0,0
106922490,697.000,179.000,-631.000,697,179,-631,0,0
106923240,695.000,200.000,-596.000,695,200,-596,0,0
106924000,752.000,191.000,-639.000,752,191,-639,0,0
106924749,677.000,185.000,-618.000,677,185,-618,0,0
106925502,731.000,202.000,-611.000,731,202,-611,0,0
106926254,723.000,182.000,-653.000,723,182,-653,0,0
106927006,675.000,191.000,-607.000,675,191,-607,0,0
106927766,753.000,196.000,-627.000,753,196,-627,0,0
106928517,696.000,182.000,-640.000,696,182,-640,0,0
106929269,700.000,201.000,-600.000,700,201,-600,0,0
106930020,745.000,193.000,-643.000,745,193,-643,0,0
106930780,670.000,189.000,-614.000,670,189,-614,0,0
106931532,728.000,207.000,-612.000,728,207,-612,0,0
106932283,717.000,188.000,-648.000,717,188,-648,0,0
106933035,673.000,200.000,-607.000,673,200,-607,0,0
106933786,752.000,200.000,-634.000,752,200,-634,0,0
106934545,696.000,184.000,-634.000,696,184,-634,0,0
106935296,704.000,201.000,-595.000,704,201,-595,0,0
106936049,748.000,189.000,-648.000,748,189,-648,0,0
106936801,670.000,192.000,-622.000,670,192,-622,0,0
106937552,732.000,208.000,-615.000,732,208,-615,0,0
106938312,720.000,186.000,-643.000,720,186,-643,0,0
106939064,677.000,201.000,-599.000,677,201,-599,0,0
106939816,749.000,203.000,-636.000,749,203,-636,0,0
106940567,687.000,187.000,-634.000,687,187,-634,0,0
106941318,704.000,208.000,-606.000,704,208,-606,0,0
106942078,743.000,193.000,-646.000,743,193,-646,0,0
106942830,672.000,196.000,-616.000,672,196,-616,0,0
106943582,736.000,209.000,-616.000,736,209,-616,0,0
106944334,714.000,187.000,-651.000,714,187,-651,0,0
106945085,681.000,203.000,-604.000,681,203,-604,0,0
106945844,749.000,204.000,-634.000,749,204,-634,0,0
106946594,687.000,188.000,-638.000,687,188,-638,0,0
106947347,706.000,209.000,-607.000,706,209,-607,0,0
106948099,739.000,194.000,-653.000,739,194,-653,0,0
106948850,673.000,197.000,-618.000,673,197,-618,0,0
106949602,743.000,208.000,-616.000,743,208,-616,0,0
106950354,715.000,185.000,-642.000,715,185,-642,0,0
106951115,684.000,206.000,-598.000,684,206,-598,0,0
106951867,748.000,201.000,-640.000,748,201,-640,0,0
106952618,680.000,191.000,-630.000,680,191,-630,0,0
106953370,709.000,211.000,-599.000,709,211,-599,0,0
106954122,736.000,194.000,-642.000,736,194,-642,0,0
106954875,669.000,199.000,-609.000,669,199,-609,0,0
106955626,735.000,214.000,-615.000,735,214,-615,0,0
106956387,710.000,193.000,-634.000,710,193,-634,0,0
106957139,683.000,209.000,-604.000,683,209,-604,0,0
106957891,747.000,204.000,-639.000,747,204,-639,0,0
106958642,679.000,194.000,-624.000,679,194,-624,0,0
106959394,718.000,218.000,-602.000,718,218,-602,0,0
106960145,741.000,200.000,-648.000,741,200,-648,0,0
106960898,676.000,203.000,-614.000,676,203,-614,0,0
106961657,743.000,212.000,-622.000,743,212,-622,0,0
106962409,708.000,189.000,-647.000,708,189,-647,0,0
106963161,680.000,208.000,-605.000,680,208,-605,0,0
106963914,747.000,206.000,-639.000,747,206,-639,0,0
106964665,677.000,194.000,-616.000,677,194,-616,0,0
106965417,709.000,211.000,-598.000,709,211,-598,0,0
106966176,729.000,193.000,-633.000,729,193,-633,0,0
106966929,668.000,205.000,-603.000,668,205,-603,0,0
106967680,738.000,214.000,-619.000,738,214,-619,0,0
106968432,700.000,197.000,-634.000,700,197,-634,0,0
106969184,688.000,214.000,-600.000,688,214,-600,0,0
106969935,755.000,205.000,-638.000,755,205,-638,0,0
106970694,677.000,198.000,-627.000,677,198,-627,0,0
106971446,719.000,214.000,-610.000,719,214,-610,0,0
106972197,731.000,201.000,-653.000,731,201,-653,0,0
106972949,670.000,208.000,-610.000,670,208,-610,0,0
106973708,741.000,214.000,-624.000,741,214,-624,0,0
106974459,693.000,197.000,-641.000,693,197,-641,0,0
106975210,681.000,218.000,-605.000,681,218,-605,0,0
106975970,745.000,207.000,-646.000,745,207,-646,0,0
106976721,672.000,200.000,-621.000,672,200,-621,0,0
106977473,717.000,214.000,-609.000,717,214,-609,0,0
106978224,722.000,201.000,-647.000,722,201,-647,0,0
106978983,669.000,209.000,-609.000,669,209,-609,0,0
106979734,744.000,216.000,-629.000,744,216,-629,0,0
106980486,701.000,196.000,-634.000,701,196,-634,0,0
106981238,699.000,212.000,-594.000,699,212,-594,0,0
106981991,752.000,205.000,-642.000,752,205,-642,0,0
106982750,674.000,202.000,-617.000,674,202,-617,0,0
106983502,724.000,218.000,-607.000,724,218,-607,0,0
106984254,728.000,196.000,-652.000,728,196,-652,0,0
106985006,678.000,207.000,-605.000,678,207,-605,0,0
106985758,745.000,210.000,-628.000,745,210,-628,0,0
106986518,687.000,192.000,-634.000,687,192,-634,0,0
106987269,692.000,211.000,-596.000,692,211,-596,0,0
106988020,743.000,203.000,-643.000,743,203,-643,0,0
106988772,669.000,195.000,-623.000,669,195,-623,0,0
106989532,727.000,215.000,-610.000,727,215,-610,0,0
106990282,718.000,199.000,-649.000,718,199,-649,0,0
106991034,675.000,209.000,-607.000,675,209,-607,0,0
106991786,747.000,211.000,-631.000,747,211,-631,0,0
106992538,689.000,198.000,-631.000,689,198,-631,0,0
106993298,702.000,217.000,-597.000,702,217,-597,0,0
106994050,745.000,204.000,-648.000,745,204,-648,0,0
106994803,668.000,200.000,-625.000,668,200,-625,0,0
106995553,736.000,213.000,-624.000,736,213,-624,0,0
106996305,719.000,197.000,-653.000,719,197,-653,0,0
106997065,680.000,209.000,-603.000,680,209,-603,0,0
106997818,752.000,209.000,-631.000,752,209,-631,0,0
106998569,688.000,194.000,-636.000,688,194,-636,0,0
106999321,704.000,214.000,-603.000,704,214,-603,0,0
107000073,741.000,198.000,-645.000,741,198,-645,0,0
107000825,671.000,198.000,-615.000,671,198,-615,0,0
107001585,732.000,211.000,-613.000,732,211,-613,0,0
107002337,715.000,194.000,-649.000,715,194,-649,0,0
107003088,682.000,209.000,-601.000,682,209,-601,0,0
107003841,750.000,205.000,-633.000,750,205,-633,0,0
107004592,686.000,190.000,-633.000,686,190,-633,0,0
107005352,706.000,215.000,-601.000,706,215,-601,0,0
107006103,742.000,200.000,-640.000,742,200,-640,0,0
107006855,670.000,198.000,-611.000,670,198,-611,0,0
107007607,737.000,209.000,-617.000,737,209,-617,0,0
107008358,712.000,189.000,-640.000,712,189,-640,0,0
107009117,679.000,205.000,-602.000,679,205,-602,0,0
107009870,750.000,203.000,-640.000,750,203,-640,0,0
107010622,679.000,185.000,-628.000,679,185,-628,0,0
107011373,710.000,209.000,-607.000,710,209,-607,0,0
107012125,739.000,195.000,-657.000,739,195,-657,0,0
107012883,668.000,197.000,-616.000,668,197,-616,0,0
107013635,737.000,207.000,-626.000,737,207,-626,0,0
107014387,708.000,189.000,-646.000,708,189,-646,0,0
107015139,686.000,207.000,-604.000,686,207,-604,0,0
107015892,752.000,201.000,-641.000,752,201,-641,0,0
107016650,682.000,192.000,-625.000,682,192,-625,0,0
107017401,720.000,208.000,-598.000,720,208,-598,0,0
107018152,737.000,190.000,-656.000,737,190,-656,0,0
107018903,673.000,195.000,-615.000,673,195,-615,0,0
107019663,743.000,204.000,-628.000,743,204,-628,0,0
107020415,707.000,187.000,-644.000,707,187,-644,0,0
107021165,688.000,203.000,-597.000,688,203,-597,0,0
107021917,752.000,200.000,-641.000,752,200,-641,0,0
107022675,679.000,193.000,-627.000,679,193,-627,0,0
107023427,722.000,212.000,-608.000,722,212,-608,0,0
107024179,739.000,193.000,-651.000,739,193,-651,0,0
107024931,671.000,201.000,-610.000,671,201,-610,0,0
107025690,745.000,205.000,-622.000,745,205,-622,0,0
107026443,707.000,184.000,-647.000,707,184,-647,0,0
107027195,693.000,203.000,-606.000,693,203,-606,0,0
107027947,749.000,197.000,-647.000,749,197,-647,0,0
107028699,680.000,186.000,-621.000,680,186,-621,0,0
107029451,723.000,209.000,-608.000,723,209,-608,0,0
107030203,733.000,186.000,-648.000,733,186,-648,0,0
107030964,673.000,196.000,-601.000,673,196,-601,0,0
107031715,745.000,203.000,-628.000,745,203,-628,0,0
107032467,700.000,186.000,-641.000,700,186,-641,0,0
107033220,695.000,204.000,-598.000,695,204,-598,0,0
107033972,750.000,199.000,-634.000,750,199,-634,0,0
107034723,676.000,190.000,-614.000,676,190,-614,0,0
