=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),750.31
Écart min (µs),745
Écart max (µs),757
Fréquence moyenne (Hz),1332.79
Fréquence min (Hz),1321.00
Fréquence max (Hz),1342.28

t(us),X(mg),Y(mg),Z(mg)
191429,-10.78,35.28,-874.16
192180,-11.76,36.26,-872.20
192931,-10.78,35.28,-877.10
193682,-10.78,37.24,-876.12
194432,-7.84,38.22,-874.16
195183,-7.84,40.18,-878.08
195934,-7.84,39.20,-880.04
196684,-9.80,38.22,-879.06
197435,-12.74,36.26,-877.10
198185,-12.74,33.32,-876.12
198935,-12.74,34.30,-870.24
199686,-10.78,36.26,-863.38
200436,-10.78,32.34,-867.30
201187,-9.80,32.34,-866.32
201937,-9.80,34.30,-872.20
202687,-9.80,35.28,-868.28
203438,-6.86,32.34,-872.20
204189,-9.80,36.26,-874.16
204939,-5.88,36.26,-869.26
205689,-8.82,38.22,-871.22
206440,-8.82,36.26,-867.30
207190,-5.88,36.26,-872.20
207940,-8.82,35.28,-874.16
208691,-8.82,37.24,-873.18
209441,-6.86,37.24,-871.22
210191,-3.92,33.32,-863.38
210942,-7.84,35.28,-864.36
211692,-8.82,34.30,-861.42
212443,-7.84,35.28,-867.30
213193,-11.76,35.28,-870.24
213944,-10.78,31.36,-862.40
214694,-9.80,33.32,-872.20
215444,-9.80,30.38,-877.10
216195,-8.82,30.38,-876.12
216945,-8.82,33.32,-869.26
217695,-10.78,33.32,-869.26
218446,-10.78,35.28,-869.26
219196,-9.80,38.22,-876.12
219946,-9.80,44.10,-880.04
220696,-15.68,38.22,-879.06
221447,-11.76,36.26,-871.22
222197,-10.78,37.24,-866.32
222948,-4.90,36.26,-869.26
223698,-6.86,34.30,-871.22
224449,-8.82,35.28,-873.18
225199,-9.80,33.32,-878.08
225949,-7.84,30.38,-878.08
226700,-10.78,33.32,-872.20
227450,-9.80,32.34,-866.32
228200,-9.80,34.30,-872.20
228951,-9.80,29.40,-871.22
229701,-8.82,32.34,-868.28
230451,-9.80,38.22,-871.22
231201,-7.84,35.28,-868.28
231952,-8.82,34.30,-872.20
232703,-8.82,38.22,-872.20
233453,-7.84,38.22,-866.32
234203,-9.80,37.24,-869.26
234954,-13.72,36.26,-870.24
235704,-15.68,33.32,-864.36
236455,-14.70,32.34,-871.22
237206,-11.76,33.32,-871.22
237957,-14.70,36.26,-873.18
238707,-13.72,30.38,-869.26
239457,-11.76,31.36,-871.22
240208,-12.74,32.34,-869.26
240959,-13.72,30.38,-872.20
241709,-10.78,29.40,-868.28
242460,-10.78,34.30,-864.36
243211,-7.84,38.22,-868.28
243961,-4.90,39.20,-869.26
244712,-6.86,35.28,-867.30
245462,-6.86,33.32,-874.16
246213,-9.80,34.30,-874.16
246963,-10.78,34.30,-866.32
247715,-14.70,34.30,-870.24
248465,-11.76,34.30,-862.40
249215,-15.68,33.32,-864.36
249966,-15.68,29.40,-873.18
250716,-13.72,34.30,-874.16
251466,-13.72,33.32,-876.12
252217,-13.72,34.30,-878.08
252967,-10.78,35.28,-877.10
253717,-9.80,36.26,-872.20
254468,-11.76,38.22,-866.32
255219,-10.78,35.28,-871.22
255969,-11.76,35.28,-868.28
256719,-8.82,33.32,-864.36
257470,-7.84,30.38,-867.30
258220,-8.82,31.36,-869.26
258971,-5.88,28.42,-869.26
259721,-6.86,32.34,-871.22
260472,-5.88,30.38,-882.98
261223,-7.84,31.36,-876.12
261973,-9.80,35.28,-869.26
262724,-11.76,35.28,-867.30
263474,-13.72,34.30,-870.24
264225,-12.74,34.30,-861.42
264975,-9.80,31.36,-864.36
265725,-12.74,32.34,-867.30
266476,-10.78,35.28,-869.26
267226,-8.82,36.26,-870.24
267981,-6.86,35.28,-869.26
268727,-5.88,33.32,-870.24
269477,-9.80,34.30,-877.10
270227,-16.66,34.30,-876.12
270981,-8.82,33.32,-870.24
271728,-5.88,33.32,-874.16
272479,-7.84,34.30,-872.20
273229,-7.84,34.30,-877.10
273982,-10.78,33.32,-875.14
274729,-10.78,36.26,-880.04
275480,-10.78,34.30,-873.18
276230,-13.72,34.30,-870.24
276982,-10.78,34.30,-869.26
277732,-7.84,38.22,-875.14
278482,-6.86,34.30,-872.20
279232,-5.88,35.28,-872.20
279982,-8.82,35.28,-872.20
280733,-7.84,29.40,-872.20
281484,-9.80,33.32,-878.08
282234,-6.86,30.38,-879.06
282985,-6.86,31.36,-871.22
283736,-7.84,28.42,-864.36
284487,-9.80,28.42,-867.30
285237,-12.74,30.38,-871.22
285988,-13.72,31.36,-871.22
286738,-10.78,35.28,-865.34
287488,-12.74,32.34,-870.24
288239,-8.82,33.32,-869.26
288989,-7.84,33.32,-872.20
289740,-9.80,33.32,-868.28
290490,-8.82,34.30,-874.16
291241,-6.86,34.30,-869.26
291992,-8.82,36.26,-871.22
292742,-5.88,33.32,-877.10
293493,-9.80,30.38,-875.14
294244,-7.84,30.38,-872.20
294994,-16.66,30.38,-872.20
295745,-12.74,32.34,-869.26
296495,-11.76,29.40,-875.14
297246,-13.72,27.44,-873.18
297996,-10.78,31.36,-872.20
298747,-9.80,34.30,-879.06
299498,-10.78,35.28,-874.16
300248,-9.80,34.30,-877.10
300999,-11.76,35.28,-869.26
301749,-12.74,33.32,-870.24
302500,-6.86,30.38,-860.44
303250,-6.86,35.28,-869.26
304001,-11.76,34.30,-862.40
304751,-11.76,36.26,-869.26
305501,-11.76,31.36,-872.20
306252,-10.78,35.28,-873.18
307002,-10.78,34.30,-872.20
307753,-9.80,30.38,-871.22
308503,-10.78,33.32,-861.42
309254,-12.74,31.36,-860.44
310004,-10.78,32.34,-864.36
310754,-6.86,31.36,-868.28
311505,-8.82,31.36,-873.18
312255,-5.88,31.36,-866.32
313006,-9.80,31.36,-867.30
313757,-11.76,34.30,-869.26
314507,-9.80,31.36,-863.38
315258,-7.84,32.34,-873.18
316009,-10.78,32.34,-872.20
316759,-6.86,32.34,-868.28
317510,-10.78,37.24,-874.16
318261,-9.80,36.26,-879.06
319011,-10.78,35.28,-869.26
319762,-8.82,34.30,-869.26
320512,-8.82,37.24,-872.20
321263,-8.82,37.24,-862.40
322013,-11.76,34.30,-861.42
322764,-11.76,32.34,-868.28
323515,-7.84,34.30,-863.38
324265,-11.76,33.32,-871.22
325016,-13.72,31.36,-874.16
325766,-14.70,34.30,-878.08
326517,-11.76,35.28,-879.06
327268,-8.82,31.36,-876.12
328019,-9.80,29.40,-867.30
328769,-5.88,31.36,-870.24
329520,-8.82,32.34,-871.22
330270,-7.84,31.36,-873.18
331021,-12.74,32.34,-869.26
331772,-6.86,33.32,-865.34
332522,-10.78,31.36,-869.26
333272,-8.82,32.34,-860.44
334022,-5.88,33.32,-870.24
334772,-5.88,32.34,-869.26
335523,-7.84,27.44,-872.20
336273,-2.94,28.42,-871.22
337023,-7.84,33.32,-877.10
337773,-10.78,30.38,-877.10
338524,-9.80,33.32,-877.10
339274,-9.80,35.28,-875.14
340024,-6.86,35.28,-871.22
340774,-6.86,35.28,-864.36
341525,-8.82,35.28,-873.18
342275,-6.86,37.24,-876.12
343026,-6.86,37.24,-871.22
343776,-5.88,34.30,-873.18
344526,-11.76,38.22,-873.18
345277,-6.86,35.28,-873.18
346028,-7.84,32.34,-874.16
346778,-6.86,34.30,-871.22
347529,-7.84,33.32,-865.34
348279,-5.88,34.30,-866.32
349030,-6.86,35.28,-869.26
349781,-6.86,35.28,-870.24
350531,-8.82,35.28,-872.20
351282,-4.90,33.32,-872.20
352032,-9.80,34.30,-877.10
352783,-5.88,33.32,-872.20
353533,-7.84,29.40,-870.24
354283,-13.72,29.40,-869.26
355034,-14.70,34.30,-866.32
355784,-15.68,33.32,-869.26
356535,-11.76,31.36,-869.26
357286,-10.78,34.30,-871.22
358036,-9.80,33.32,-865.34
358786,-13.72,32.34,-868.28
359537,-10.78,29.40,-873.18
360289,-7.84,29.40,-869.26
361039,-9.80,30.38,-868.28
361790,-8.82,33.32,-873.18
362540,-6.86,33.32,-868.28
363291,-10.78,30.38,-864.36
364041,-6.86,34.30,-866.32
364792,-9.80,28.42,-862.40
365543,-8.82,32.34,-867.30
366293,-10.78,32.34,-877.10
367044,-8.82,33.32,-872.20
367795,-6.86,32.34,-869.26
368545,-9.80,31.36,-868.28
369296,-9.80,30.38,-861.42
370046,-8.82,34.30,-871.22
370797,-9.80,32.34,-873.18
371548,-6.86,35.28,-870.24
372299,-9.80,35.28,-869.26
373049,-7.84,35.28,-868.28
373800,-11.76,36.26,-869.26
374550,-14.70,37.24,-881.02
375301,-14.70,33.32,-877.10
376051,-9.80,30.38,-878.08
376802,-15.68,32.34,-874.16
377553,-12.74,35.28,-879.06
378304,-11.76,32.34,-875.14
379054,-11.76,30.38,-880.04
379805,-11.76,29.40,-877.10
380555,-13.72,31.36,-877.10
381306,-9.80,33.32,-869.26
382056,-12.74,34.30,-868.28
382807,-4.90,29.40,-864.36
383557,-3.92,37.24,-873.18
384308,-6.86,36.26,-874.16
385058,-6.86,38.22,-870.24
385809,-10.78,33.32,-867.30
386559,-7.84,35.28,-869.26
387309,-10.78,36.26,-875.14
388060,-7.84,39.20,-874.16
388810,-7.84,34.30,-871.22
389560,-10.78,33.32,-867.30
390311,-9.80,36.26,-865.34
391061,-8.82,33.32,-870.24
391812,-7.84,34.30,-871.22
392562,-6.86,31.36,-868.28
393313,-10.78,31.36,-869.26
394064,-10.78,31.36,-867.30
394814,-8.82,34.30,-865.34
395564,-4.90,36.26,-865.34
396315,-8.82,33.32,-870.24
397065,-6.86,32.34,-868.28
397815,-5.88,31.36,-871.22
398565,-7.84,30.38,-868.28
399316,-5.88,26.46,-868.28
400066,-8.82,31.36,-865.34
400816,-7.84,31.36,-868.28
401567,-6.86,32.34,-871.22
402317,-6.86,30.38,-874.16
403067,-4.90,32.34,-874.16
403817,-2.94,35.28,-879.06
404568,-4.90,38.22,-881.02
405318,-5.88,37.24,-878.08
406069,-7.84,35.28,-869.26
406819,-10.78,33.32,-872.20
407570,-8.82,30.38,-870.24
408320,-7.84,29.40,-875.14
409069,-11.76,31.36,-868.28
409819,-10.78,33.32,-874.16
410570,-12.74,34.30,-869.26
411320,-11.76,38.22,-867.30
412070,-9.80,42.14,-860.44
412820,-7.84,37.24,-872.20
413571,-8.82,37.24,-871.22
414321,-10.78,39.20,-866.32
415072,-11.76,40.18,-868.28
415822,-10.78,37.24,-871.22
416572,-8.82,35.28,-881.02
417323,-12.74,35.28,-879.06
418073,-8.82,33.32,-879.06
418823,-14.70,35.28,-879.06
419574,-12.74,34.30,-869.26
420325,-10.78,33.32,-871.22
421075,-6.86,30.38,-871.22
421826,-11.76,28.42,-870.24
422576,-10.78,29.40,-873.18
423326,-9.80,31.36,-869.26
424077,-7.84,31.36,-872.20
424827,-9.80,32.34,-871.22
425578,-10.78,31.36,-869.26
426328,-6.86,34.30,-876.12
427079,-6.86,35.28,-877.10
427830,-5.88,28.42,-873.18
428580,-8.82,32.34,-873.18
429330,-8.82,34.30,-876.12
430081,-9.80,33.32,-878.08
430831,-14.70,38.22,-873.18
431582,-14.70,36.26,-875.14
432332,-16.66,37.24,-872.20
433083,-16.66,41.16,-871.22
433833,-10.78,39.20,-869.26
434584,-14.70,39.20,-876.12
435335,-12.74,40.18,-875.14
436085,-7.84,37.24,-873.18
436835,-10.78,33.32,-863.38
437585,-7.84,31.36,-870.24
438336,-10.78,29.40,-869.26
439086,-11.76,29.40,-872.20
439837,-12.74,33.32,-874.16
440587,-9.80,33.32,-866.32
441338,-7.84,38.22,-868.28
442088,-8.82,33.32,-870.24
442838,-9.80,35.28,-867.30
443588,-12.74,36.26,-866.32
444339,-8.82,31.36,-868.28
