=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),750.28
Écart min (µs),745
Écart max (µs),755
Fréquence moyenne (Hz),1332.83
Fréquence min (Hz),1324.50
Fréquence max (Hz),1342.28

t(us),X(mg),Y(mg),Z(mg)
325214,-13.72,39.20,-866.32
325965,-9.80,35.28,-863.38
326715,-8.82,34.30,-866.32
327466,-10.78,33.32,-879.06
328216,-10.78,33.32,-868.28
328966,-11.76,31.36,-869.26
329717,-9.80,34.30,-866.32
330467,-12.74,34.30,-870.24
331218,-8.82,33.32,-869.26
331968,-3.92,32.34,-865.34
332718,-8.82,31.36,-860.44
333469,-9.80,31.36,-866.32
334218,-7.84,31.36,-872.20
334969,-7.84,31.36,-871.22
335720,-13.72,34.30,-868.28
336470,-10.78,36.26,-875.14
337221,-7.84,36.26,-870.24
337971,-9.80,33.32,-869.26
338721,-10.78,33.32,-869.26
339472,-11.76,30.38,-865.34
340222,-7.84,32.34,-869.26
340972,-7.84,30.38,-871.22
341722,-11.76,29.40,-865.34
342473,-11.76,31.36,-868.28
343223,-10.78,27.44,-867.30
343973,-10.78,28.42,-867.30
344724,-11.76,31.36,-867.30
345475,-11.76,31.36,-870.24
346225,-7.84,32.34,-867.30
346975,-8.82,31.36,-868.28
347726,-7.84,28.42,-875.14
348476,-9.80,33.32,-875.14
349227,-9.80,35.28,-878.08
349977,-12.74,34.30,-871.22
350727,-11.76,37.24,-870.24
351478,-9.80,33.32,-869.26
352228,-13.72,30.38,-870.24
352978,-13.72,30.38,-874.16
353728,-9.80,31.36,-874.16
354478,-11.76,35.28,-864.36
355229,-11.76,33.32,-871.22
355983,-11.76,33.32,-873.18
356730,-9.80,33.32,-867.30
357480,-9.80,37.24,-865.34
358230,-9.80,33.32,-860.44
358983,-10.78,36.26,-866.32
359730,-12.74,39.20,-860.44
360480,-10.78,35.28,-863.38
361230,-5.88,36.26,-874.16
361983,-5.88,31.36,-872.20
362730,-6.86,34.30,-869.26
363480,-8.82,34.30,-867.30
364229,-9.80,34.30,-873.18
364983,-8.82,39.20,-869.26
365729,-8.82,41.16,-867.30
366479,-8.82,37.24,-873.18
367229,-8.82,33.32,-862.40
367983,-6.86,34.30,-863.38
368728,-6.86,32.34,-867.30
369478,-9.80,35.28,-873.18
370228,-7.84,35.28,-875.14
370978,-6.86,35.28,-874.16
371728,-8.82,35.28,-869.26
372479,-8.82,32.34,-878.08
373229,-7.84,32.34,-877.10
373983,-9.80,37.24,-877.10
374730,-7.84,32.34,-877.10
375480,-5.88,35.28,-877.10
376231,-5.88,32.34,-870.24
376984,-2.94,31.36,-873.18
377732,-7.84,34.30,-870.24
378483,-12.74,35.28,-868.28
379233,-10.78,37.24,-859.46
379984,-6.86,34.30,-865.34
380734,-8.82,35.28,-865.34
381484,-7.84,36.26,-868.28
382235,-12.74,36.26,-868.28
382985,-12.74,34.30,-872.20
383735,-8.82,34.30,-871.22
384486,-8.82,34.30,-866.32
385236,-7.84,31.36,-865.34
385986,-9.80,30.38,-867.30
386737,-7.84,34.30,-880.04
387488,-8.82,33.32,-874.16
388238,-9.80,33.32,-869.26
388988,-7.84,39.20,-872.20
389739,-10.78,36.26,-869.26
390489,-8.82,33.32,-872.20
391240,-6.86,30.38,-872.20
391989,-0.98,30.38,-867.30
392740,-9.80,32.34,-869.26
393490,-9.80,35.28,-866.32
394240,-11.76,37.24,-870.24
394989,-8.82,33.32,-871.22
395740,-5.88,38.22,-858.48
396490,-7.84,37.24,-866.32
397240,-6.86,38.22,-870.24
397990,-7.84,39.20,-865.34
398741,-12.74,32.34,-874.16
399491,-12.74,35.28,-874.16
400241,-8.82,33.32,-874.16
400992,-9.80,31.36,-879.06
401742,-8.82,29.40,-878.08
402492,-11.76,27.44,-872.20
403243,-8.82,26.46,-872.20
403993,-9.80,31.36,-867.30
404744,-6.86,32.34,-874.16
405494,-8.82,33.32,-869.26
406245,-11.76,28.42,-859.46
406995,-10.78,33.32,-855.54
407745,-11.76,31.36,-864.36
408496,-11.76,28.42,-866.32
409246,-10.78,34.30,-867.30
409996,-8.82,33.32,-866.32
410746,-9.80,33.32,-858.48
411496,-11.76,36.26,-867.30
412246,-9.80,36.26,-864.36
412996,-7.84,37.24,-870.24
413747,-11.76,38.22,-862.40
414497,-8.82,35.28,-865.34
415247,-9.80,34.30,-865.34
415997,-9.80,37.24,-861.42
416747,-8.82,35.28,-867.30
417497,-6.86,33.32,-869.26
418248,-6.86,32.34,-865.34
418998,-8.82,35.28,-872.20
419749,-6.86,37.24,-874.16
420499,-6.86,31.36,-870.24
421250,-10.78,29.40,-865.34
422000,-8.82,30.38,-870.24
422751,-11.76,32.34,-863.38
423501,-12.74,33.32,-870.24
424252,-15.68,33.32,-871.22
425002,-11.76,35.28,-866.32
425752,-10.78,34.30,-871.22
426503,-8.82,34.30,-868.28
427253,-8.82,35.28,-867.30
428003,-9.80,32.34,-868.28
428753,-9.80,31.36,-868.28
429503,-7.84,34.30,-879.06
430253,-7.84,33.32,-873.18
431004,-5.88,31.36,-878.08
431754,-7.84,30.38,-873.18
432504,-10.78,36.26,-871.22
433254,-6.86,35.28,-870.24
434004,-7.84,34.30,-874.16
434754,-8.82,32.34,-873.18
435505,-11.76,33.32,-875.14
436257,-6.86,33.32,-866.32
437005,-3.92,34.30,-873.18
437756,-8.82,33.32,-869.26
438506,-11.76,35.28,-876.12
439256,-9.80,35.28,-876.12
440007,-8.82,38.22,-874.16
440757,-5.88,36.26,-872.20
441508,-6.86,31.36,-865.34
442258,-7.84,33.32,-864.36
443009,-8.82,32.34,-877.10
443759,-13.72,36.26,-877.10
444509,-10.78,36.26,-875.14
445260,-13.72,39.20,-869.26
446010,-9.80,34.30,-866.32
446760,-12.74,33.32,-870.24
447510,-11.76,32.34,-870.24
448260,-11.76,33.32,-873.18
449010,-8.82,31.36,-870.24
449760,-12.74,32.34,-877.10
450510,-8.82,33.32,-880.04
451260,-6.86,34.30,-883.96
452010,-9.80,31.36,-882.00
452760,-8.82,32.34,-880.04
453510,-8.82,36.26,-870.24
454260,-4.90,31.36,-871.22
455010,-6.86,34.30,-870.24
455760,-6.86,34.30,-871.22
456510,-9.80,35.28,-872.20
457261,-9.80,32.34,-870.24
458011,-15.68,33.32,-870.24
458762,-14.70,35.28,-873.18
459512,-10.78,34.30,-868.28
460262,-9.80,36.26,-872.20
461012,-13.72,33.32,-870.24
461762,-11.76,30.38,-866.32
462513,-12.74,34.30,-865.34
463263,-10.78,29.40,-861.42
464013,-9.80,29.40,-870.24
464763,-6.86,28.42,-877.10
465514,-8.82,33.32,-871.22
466264,-7.84,32.34,-869.26
467014,-5.88,35.28,-866.32
467765,-8.82,33.32,-876.12
468515,-4.90,32.34,-873.18
469266,-7.84,38.22,-867.30
470016,-10.78,39.20,-869.26
470767,-10.78,34.30,-873.18
471517,-12.74,37.24,-876.12
472268,-9.80,33.32,-873.18
473018,-8.82,32.34,-875.14
473769,-7.84,33.32,-869.26
474520,-6.86,33.32,-871.22
475270,-12.74,33.32,-866.32
476021,-12.74,30.38,-872.20
476771,-9.80,30.38,-870.24
477522,-10.78,32.34,-870.24
478272,-12.74,36.26,-871.22
479023,-9.80,43.12,-870.24
479773,-6.86,40.18,-867.30
480524,-3.92,40.18,-870.24
481274,-6.86,40.18,-869.26
482025,-9.80,36.26,-872.20
482775,-11.76,34.30,-874.16
483525,-13.72,30.38,-871.22
484276,-18.62,29.40,-872.20
485026,-20.58,26.46,-873.18
485777,-13.72,23.52,-874.16
486527,-8.82,23.52,-871.22
487277,-6.86,22.54,-866.32
488028,-10.78,29.40,-874.16
488777,-13.72,30.38,-874.16
489528,-13.72,32.34,-874.16
490277,-14.70,34.30,-869.26
491028,-19.60,42.14,-861.42
491777,-11.76,43.12,-873.18
492527,-4.90,43.12,-875.14
493278,-2.94,42.14,-870.24
494027,-5.88,36.26,-869.26
494778,-8.82,37.24,-867.30
495528,-9.80,36.26,-872.20
496279,-13.72,37.24,-871.22
497029,-16.66,30.38,-868.28
497779,-17.64,32.34,-864.36
498529,-14.70,27.44,-868.28
499279,-5.88,25.48,-869.26
500029,1.96,24.50,-862.40
500779,-7.84,28.42,-873.18
501530,-12.74,30.38,-867.30
502280,-18.62,26.46,-865.34
503030,-18.62,23.52,-862.40
503780,-11.76,23.52,-865.34
504530,-9.80,23.52,-862.40
505281,-6.86,28.42,-872.20
506031,-5.88,33.32,-871.22
506782,-11.76,34.30,-867.30
507531,-6.86,34.30,-868.28
508281,-5.88,40.18,-875.14
509031,-5.88,42.14,-874.16
509782,-5.88,42.14,-873.18
510532,-14.70,39.20,-868.28
511282,-10.78,40.18,-864.36
512033,-9.80,44.10,-868.28
512783,-8.82,42.14,-866.32
513534,-5.88,45.08,-867.30
514285,-8.82,44.10,-865.34
515035,-1.96,39.20,-869.26
515785,-1.96,30.38,-863.38
516536,-7.84,27.44,-859.46
