=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),973.93
Écart min (µs),649
Écart max (µs),1120
Fréquence moyenne (Hz),1026.77
Fréquence min (Hz),892.86
Fréquence max (Hz),1540.83

t(us),X(mg),Y(mg),Z(mg)
302860,27.44,-7.84,992.74
303578,29.40,-10.78,992.74
304367,32.34,-10.78,999.60
305092,33.32,-11.76,999.60
305871,30.38,-11.76,990.78
306661,30.38,-12.74,987.84
307378,30.38,-10.78,983.92
308167,31.36,-9.80,985.88
308879,27.44,-5.88,985.88
309670,26.46,-9.80,986.86
310386,27.44,-10.78,989.80
311177,27.44,-9.80,990.78
311959,28.42,-7.84,996.66
312680,28.42,-7.84,990.78
313464,31.36,-8.82,987.84
314186,33.32,-8.82,987.84
314967,30.38,-9.80,986.86
315692,27.44,-11.76,991.76
316478,26.46,-10.78,992.74
317199,28.42,-8.82,985.88
317985,34.30,-7.84,984.90
318772,34.30,-6.86,983.92
319492,29.40,-5.88,984.90
320280,34.30,-6.86,987.84
320998,33.32,-6.86,990.78
321783,30.38,-3.92,988.82
322502,34.30,-5.88,983.92
323290,35.28,-6.86,988.82
324008,34.30,-5.88,982.94
324793,35.28,-7.84,980.00
325577,30.38,-5.88,981.96
326299,30.38,-6.86,980.98
327082,30.38,-7.84,982.94
327800,28.42,-7.84,982.94
328584,35.28,-10.78,990.78
329305,29.40,-6.86,989.80
330092,33.32,-10.78,989.80
330878,34.30,-9.80,993.72
331598,32.34,-6.86,990.78
332386,29.40,-5.88,988.82
333106,32.34,-6.86,982.94
333892,29.40,-6.86,993.72
334612,30.38,-4.90,996.66
335400,31.36,-5.88,991.76
336118,35.28,-9.80,992.74
336903,39.20,-12.74,989.80
337688,33.32,-9.80,986.86
338410,35.28,-7.84,990.78
339196,29.40,-6.86,987.84
339916,27.44,-7.84,984.90
340701,27.44,-7.84,988.82
341423,28.42,-5.88,987.84
342207,33.32,-6.86,989.80
342998,28.42,-7.84,991.76
343710,27.44,-7.84,994.70
344500,27.44,-9.80,991.76
345217,26.46,-8.82,992.74
346008,25.48,-6.86,993.72
346723,29.40,-7.84,990.78
347511,29.40,-8.82,994.70
348228,30.38,-5.88,990.78
349017,30.38,-4.90,987.84
349797,26.46,-4.90,989.80
350522,31.36,-3.92,984.90
351305,32.34,-6.86,988.82
352030,30.38,-8.82,990.78
352812,32.34,-8.82,992.74
353534,34.30,-6.86,990.78
354318,31.36,-6.86,995.68
355042,30.38,-3.92,992.74
355824,33.32,-8.82,990.78
356612,33.32,-8.82,990.78
357330,33.32,-8.82,992.74
358120,33.32,-8.82,987.84
358834,30.38,-7.84,990.78
359626,30.38,-9.80,992.74
360343,28.42,-8.82,989.80
361133,33.32,-6.86,989.80
361914,30.38,-6.86,996.66
362637,31.36,-6.86,987.84
363421,33.32,-6.86,985.88
364143,29.40,-5.88,987.84
364924,29.40,-6.86,984.90
365648,28.42,-6.86,991.76
366431,30.38,-7.84,988.82
367153,31.36,-7.84,995.68
367933,33.32,-7.84,989.80
368723,29.40,-8.82,986.86
369440,25.48,-8.82,986.86
370229,29.40,-10.78,992.74
370943,31.36,-9.80,990.78
371733,29.40,-8.82,993.72
372451,29.40,-9.80,997.64
373239,30.38,-9.80,991.76
374025,27.44,-9.80,994.70
374745,27.44,-11.76,988.82
375528,23.52,-9.80,983.92
376250,22.54,-8.82,986.86
377036,24.50,-7.84,991.76
377757,24.50,-9.80,990.78
378509,28.42,-11.76,990.78
379301,30.38,-10.78,993.72
380052,34.30,-8.82,995.68
380772,35.28,-10.78,993.72
381559,30.38,-6.86,987.84
382347,33.32,-9.80,989.80
383064,31.36,-9.80,983.92
383849,30.38,-8.82,986.86
384568,35.28,-9.80,988.82
385357,28.42,-9.80,989.80
386075,31.36,-8.82,988.82
386860,33.32,-7.84,987.84
387644,32.34,-7.84,988.82
388365,30.38,-4.90,989.80
389149,32.34,-5.88,988.82
389869,30.38,-7.84,990.78
390655,36.26,-6.86,992.74
391376,34.30,-7.84,993.72
392163,30.38,-12.74,995.68
392947,27.44,-10.78,997.64
393667,28.42,-9.80,988.82
394454,29.40,-9.80,988.82
395174,30.38,-7.84,990.78
395958,32.34,-3.92,995.68
396679,32.34,-6.86,988.82
397467,30.38,-6.86,989.80
398251,30.38,-5.88,993.72
398976,30.38,-6.86,994.70
399758,33.32,-4.90,985.88
400480,30.38,-7.84,988.82
401264,29.40,-10.78,989.80
401987,29.40,-8.82,988.82
402768,32.34,-7.84,991.76
403493,33.32,-10.78,987.84
404276,31.36,-7.84,992.74
404998,30.38,-6.86,992.74
405777,29.40,-7.84,987.84
406568,27.44,-8.82,985.88
407285,29.40,-9.80,986.86
408075,29.40,-8.82,992.74
408789,31.36,-9.80,987.84
409577,27.44,-12.74,990.78
410361,24.50,-8.82,989.80
411083,27.44,-9.80,986.86
411864,29.40,-7.84,982.94
412588,29.40,-9.80,985.88
413371,26.46,-10.78,986.86
414096,26.46,-10.78,986.86
414878,28.42,-9.80,990.78
415601,31.36,-8.82,997.64
416384,29.40,-6.86,990.78
417108,30.38,-7.84,988.82
417890,26.46,-10.78,989.80
418679,28.42,-8.82,987.84
419396,31.36,-5.88,984.90
420186,31.36,-7.84,994.70
420900,29.40,-6.86,990.78
421692,29.40,-8.82,990.78
422408,30.38,-7.84,995.68
423198,27.44,-5.88,996.66
423981,27.44,-8.82,987.84
424701,27.44,-6.86,985.88
425485,27.44,-5.88,987.84
426207,22.54,-7.84,986.86
426993,24.50,-4.90,982.94
427710,34.30,-7.84,987.84
428496,32.34,-6.86,989.80
429218,34.30,-6.86,989.80
430004,36.26,-7.84,988.82
430789,33.32,-8.82,992.74
431509,28.42,-6.86,994.70
432297,31.36,-8.82,992.74
433015,35.28,-6.86,990.78
433799,32.34,-5.88,992.74
434583,29.40,-8.82,990.78
435305,29.40,-10.78,988.82
436092,32.34,-7.84,993.72
436812,34.30,-11.76,989.80
437598,29.40,-11.76,983.92
438320,27.44,-7.84,984.90
439104,27.44,-9.80,985.88
439824,26.46,-8.82,982.94
440610,26.46,-7.84,988.82
441332,33.32,-6.86,990.78
442118,31.36,-8.82,988.82
442903,32.34,-7.84,980.98
443622,31.36,-4.90,986.86
444410,29.40,-6.86,983.92
445130,35.28,-7.84,985.88
445916,32.34,-6.86,984.90
446635,32.34,-5.88,986.86
447423,29.40,-5.88,988.82
448141,29.40,-7.84,990.78
448926,31.36,-9.80,996.66
449710,26.46,-11.76,991.76
450432,27.44,-9.80,986.86
451214,26.46,-8.82,984.90
451932,29.40,-5.88,991.76
452716,28.42,-6.86,991.76
453438,30.38,-5.88,990.78
454222,26.46,-8.82,986.86
455010,33.32,-8.82,994.70
455725,30.38,-6.86,983.92
456515,25.48,-8.82,984.90
457232,28.42,-8.82,985.88
458021,33.32,-7.84,985.88
458734,23.52,-7.84,986.86
459523,29.40,-7.84,990.78
460241,30.38,-7.84,987.84
461032,33.32,-8.82,985.88
461812,29.40,-6.86,992.74
462534,23.52,-8.82,991.76
463318,28.42,-8.82,992.74
464042,30.38,-6.86,993.72
464824,32.34,-4.90,993.72
465546,29.40,-2.94,990.78
466330,23.52,-4.90,990.78
467053,27.44,-3.92,988.82
467834,27.44,-8.82,986.86
468625,26.46,-9.80,990.78
469342,27.44,-10.78,990.78
470131,27.44,-9.80,994.70
470843,31.36,-6.86,989.80
471635,29.40,-5.88,990.78
472352,26.46,-4.90,996.66
473142,30.38,-3.92,990.78
473922,33.32,-2.94,995.68
474644,34.30,-1.96,991.76
475427,34.30,-5.88,989.80
476191,32.34,-8.82,992.74
476905,32.34,-5.88,993.72
477695,33.32,-6.86,1000.58
478413,30.38,-10.78,991.76
479202,32.34,-9.80,988.82
479987,34.30,-7.84,984.90
480706,35.28,-6.86,980.98
481441,31.36,-9.80,985.88
482235,27.44,-8.82,987.84
482990,31.36,-6.86,991.76
483710,30.38,-4.90,990.78
484496,27.44,-5.88,994.70
485218,30.38,-7.84,993.72
486004,24.50,-9.80,995.68
486789,29.40,-7.84,988.82
487509,32.34,-8.82,977.06
488297,34.30,-8.82,979.02
489015,38.22,-5.88,987.84
489799,34.30,-5.88,989.80
490517,38.22,-5.88,986.86
491305,38.22,-6.86,982.94
492025,35.28,-3.92,982.94
492812,29.40,-4.90,987.84
493598,29.40,-7.84,981.96
494320,29.40,-8.82,978.04
495107,30.38,-7.84,985.88
495825,35.28,-8.82,982.94
496612,27.44,-6.86,981.96
497334,21.56,-5.88,983.92
498120,23.52,-6.86,989.80
498838,28.42,-8.82,985.88
499625,32.34,-7.84,986.86
500347,32.34,-6.86,989.80
501131,38.22,-6.86,994.70
501916,30.38,-7.84,994.70
502635,33.32,-5.88,997.64
503423,31.36,-8.82,992.74
504144,30.38,-8.82,989.80
504930,30.38,-8.82,989.80
505650,31.36,-4.90,984.90
506438,29.40,-4.90,986.86
507156,29.40,-6.86,991.76
507950,30.38,-7.84,991.76
508672,30.38,-8.82,990.78
509455,31.36,-8.82,984.90
510179,35.28,-6.86,985.88
510961,30.38,-5.88,986.86
511749,32.34,-5.88,986.86
512466,32.34,-4.90,990.78
513254,37.24,-5.88,994.70
513974,33.32,-9.80,991.76
514758,33.32,-9.80,998.62
515479,29.40,-11.76,991.76
516320,27.44,-12.74,986.86
517091,27.44,-8.82,993.72
517801,29.40,-8.82,985.88
518530,28.42,-9.80,982.94
519314,32.34,-8.82,989.80
520037,32.34,-7.84,990.78
520817,31.36,-9.80,987.84
521539,37.24,-11.76,989.80
522322,37.24,-11.76,992.74
523046,33.32,-8.82,995.68
523828,28.42,-7.84,994.70
524617,29.40,-8.82,990.78
525334,28.42,-6.86,988.82
526124,25.48,-6.86,987.84
526838,33.32,-4.90,988.82
527629,32.34,-5.88,985.88
528346,31.36,-7.84,987.84
529137,28.42,-8.82,984.90
529916,28.42,-9.80,995.68
530639,29.40,-9.80,991.76
531423,34.30,-5.88,984.90
532147,36.26,-8.82,988.82
532926,36.26,-8.82,984.90
533650,36.26,-7.84,988.82
534433,31.36,-7.84,994.70
535157,31.36,-6.86,990.78
535938,33.32,-9.80,991.76
536727,32.34,-7.84,994.70
537443,28.42,-8.82,996.66
538232,28.42,-10.78,996.66
538945,30.38,-9.80,993.72
539733,32.34,-9.80,992.74
540517,30.38,-6.86,991.76
541239,30.38,-6.86,986.86
542049,32.34,-7.84,990.78
542772,33.32,-5.88,981.96
543497,29.40,-7.84,989.80
544280,25.48,-7.84,991.76
545003,31.36,-7.84,996.66
545770,32.34,-8.82,994.70
546564,30.38,-8.82,989.80
547281,32.34,-7.84,995.68
548070,32.34,-8.82,995.68
548783,28.42,-9.80,993.72
549572,27.44,-9.80,999.60
550357,30.38,-10.78,994.70
551078,28.42,-9.80,989.80
551860,31.36,-7.84,980.00
552584,31.36,-8.82,982.94
553368,26.46,-6.86,981.96
554089,28.42,-1.96,984.90
554871,27.44,-5.88,998.62
555594,30.38,-5.88,996.66
556378,30.38,-7.84,994.70
557166,33.32,-8.82,998.62
557880,31.36,-9.80,993.72
558670,29.40,-10.78,987.84
559387,32.34,-10.78,989.80
560175,32.34,-9.80,988.82
560891,30.38,-7.84,992.74
561679,30.38,-3.92,995.68
562463,26.46,-5.88,998.62
563185,28.42,-8.82,996.66
563967,31.36,-6.86,993.72
564691,30.38,-11.76,989.80
565477,28.42,-10.78,991.76
566198,29.40,-12.74,990.78
566985,28.42,-11.76,989.80
567703,30.38,-8.82,990.78
568491,30.38,-9.80,987.84
569212,32.34,-7.84,988.82
569998,33.32,-6.86,983.92
570783,34.30,-6.86,988.82
571502,33.32,-5.88,988.82
572290,27.44,-6.86,990.78
573008,33.32,-9.80,989.80
573794,28.42,-8.82,990.78
574511,32.34,-6.86,989.80
575298,32.34,-7.84,987.84
576082,30.38,-6.86,990.78
576799,30.38,-5.88,986.86
577584,32.34,-8.82,991.76
578305,30.38,-6.86,984.90
579092,29.40,-5.88,986.86
579812,28.42,-6.86,989.80
580598,35.28,-6.86,991.76
581319,31.36,-5.88,988.82
582105,30.38,-8.82,987.84
582893,32.34,-10.78,991.76
583618,31.36,-10.78,991.76
584407,31.36,-5.88,986.86
585102,27.44,-8.82,988.82
585890,25.48,-10.78,982.94
586673,28.42,-11.76,982.94
587394,28.42,-10.78,986.86
588179,29.40,-8.82,989.80
588898,28.42,-7.84,990.78
589683,28.42,-7.84,987.84
590404,31.36,-9.80,989.80
591190,33.32,-8.82,990.78
591980,28.42,-7.84,989.80
592695,25.48,-8.82,991.76
593483,30.38,-11.76,989.80
594201,30.38,-11.76,991.76
594991,29.40,-6.86,992.74
595705,33.32,-6.86,990.78
596496,26.46,-6.86,992.74
597213,27.44,-7.84,988.82
598003,30.38,-5.88,989.80
598783,33.32,-7.84,995.68
599506,32.34,-8.82,991.76
600290,33.32,-9.80,988.82
601014,32.34,-7.84,994.70
601794,32.34,-8.82,987.84
602517,33.32,-6.86,986.86
603301,25.48,-6.86,992.74
604025,27.44,-8.82,995.68
604805,29.40,-8.82,993.72
605594,35.28,-6.86,992.74
606311,31.36,-9.80,992.74
607099,31.36,-7.84,990.78
607812,30.38,-7.84,992.74
608601,31.36,-9.80,995.68
609384,34.30,-9.80,986.86
610108,32.34,-6.86,986.86
610890,33.32,-6.86,988.82
611612,33.32,-9.80,986.86
612396,30.38,-11.76,984.90
613118,32.34,-11.76,984.90
613899,30.38,-9.80,989.80
614622,32.34,-3.92,990.78
615406,32.34,-7.84,988.82
616196,29.40,-8.82,990.78
616909,27.44,-7.84,987.84
617699,28.42,-10.78,991.76
618416,30.38,-10.78,989.80
619207,29.40,-8.82,988.82
619922,29.40,-6.86,990.78
620710,30.38,-9.80,987.84
621496,31.36,-9.80,995.68
622217,29.40,-9.80,995.68
623003,30.38,-9.80,991.76
623722,29.40,-6.86,990.78
624509,29.40,-4.90,991.76
625230,30.38,-5.88,986.86
626015,27.44,-9.80,997.64
626799,25.48,-8.82,992.74
627517,28.42,-4.90,988.82
628305,29.40,-6.86,985.88
629025,28.42,-7.84,992.74
629812,31.36,-6.86,989.80
630532,25.48,-5.88,989.80
631319,29.40,-8.82,989.80
632038,31.36,-8.82,986.86
632824,29.40,-4.90,988.82
633611,28.42,-2.94,988.82
634332,32.34,-7.84,988.82
635118,32.34,-5.88,988.82
635836,31.36,-5.88,982.94
636624,25.48,-9.80,981.96
637345,27.44,-9.80,991.76
638131,30.38,-9.80,990.78
638849,29.40,-10.78,991.76
