=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),861.77
Écart min (µs),642
Écart max (µs),1124
Fréquence moyenne (Hz),1160.40
Fréquence min (Hz),889.68
Fréquence max (Hz),1557.63

t(us),X(mg),Y(mg),Z(mg)
492542,49.00,43.12,989.80
493264,45.08,42.14,986.86
494051,50.96,45.08,983.92
494770,50.96,45.08,980.98
495556,49.00,45.08,982.94
496345,53.90,44.10,987.84
497064,57.82,45.08,983.92
497849,53.90,47.04,984.90
498570,52.92,46.06,986.86
499358,50.96,45.08,980.00
500076,52.92,45.08,980.00
500860,49.00,43.12,982.94
501647,49.00,44.10,983.92
502370,54.88,45.08,984.90
503154,55.86,49.00,987.84
503874,49.98,46.06,991.76
504660,51.94,45.08,988.82
505382,54.88,47.04,988.82
506169,49.00,48.02,990.78
506888,50.96,49.98,987.84
507675,49.00,47.04,988.82
508463,49.00,47.04,989.80
509183,52.92,45.08,986.86
509968,50.96,46.06,985.88
510687,51.94,46.06,994.70
511476,54.88,46.06,983.92
512194,50.96,46.06,984.90
512986,51.94,46.06,985.88
513769,49.00,47.04,991.76
514490,49.98,44.10,991.76
515274,50.96,47.04,986.86
515998,52.92,50.96,991.76
516779,56.84,49.00,989.80
517503,51.94,47.04,990.78
518287,52.92,49.00,984.90
519012,51.94,50.96,985.88
519793,47.04,48.02,988.82
520583,47.04,49.00,989.80
521301,49.00,49.98,990.78
522092,52.92,45.08,993.72
522808,50.96,47.04,992.74
523598,50.96,46.06,991.76
524316,50.96,47.04,991.76
525106,49.98,49.98,988.82
525822,50.96,49.98,989.80
526614,56.84,49.00,986.86
527397,53.90,48.02,987.84
528121,50.96,47.04,981.96
528902,50.96,46.06,983.92
529625,49.00,45.08,987.84
530409,51.94,46.06,988.82
531132,51.94,45.08,984.90
531924,49.00,46.06,990.78
532654,49.00,48.02,990.78
533437,49.00,47.04,991.76
534160,48.02,46.06,985.88
534943,49.98,45.08,987.84
535667,51.94,47.04,987.84
536451,57.82,46.06,979.02
537241,49.98,48.02,984.90
537955,49.98,47.04,984.90
538747,53.90,49.98,983.92
539464,54.88,48.02,985.88
540255,49.00,48.02,981.96
540971,51.94,49.98,980.98
541761,52.92,45.08,990.78
542547,50.96,45.08,992.74
543269,49.98,45.08,985.88
544054,50.96,47.04,993.72
544772,47.04,49.00,982.94
545556,51.94,49.00,988.82
546279,48.02,50.96,992.74
547064,48.02,48.02,995.68
547783,48.02,46.06,989.80
548570,53.90,46.06,991.76
549358,54.88,46.06,991.76
550076,55.86,46.06,991.76
550860,49.98,48.02,992.74
551581,49.98,46.06,991.76
552368,44.10,47.04,988.82
553086,51.94,45.08,988.82
553870,51.94,45.08,984.90
554654,54.88,49.00,988.82
555376,53.90,46.06,984.90
556161,52.92,42.14,987.84
556882,53.90,43.12,985.88
557667,51.94,44.10,990.78
558389,51.94,45.08,986.86
559176,49.98,45.08,981.96
559960,54.88,47.04,989.80
560680,53.90,47.04,989.80
561468,51.94,46.06,988.82
562189,51.94,49.00,987.84
562975,48.02,49.00,983.92
563694,49.98,44.10,995.68
564483,51.94,44.10,995.68
565267,52.92,47.04,996.66
565991,53.90,45.08,995.68
566772,56.84,47.04,990.78
567495,53.90,45.08,998.62
568279,51.94,46.06,996.66
569004,51.94,49.00,991.76
569785,52.92,47.04,994.70
570507,50.96,47.04,996.66
571290,52.92,48.02,994.70
572081,49.98,49.00,990.78
572794,50.96,48.02,991.76
