=== Résumé acquisition ===
Fréquence théorique (Hz),1344.00
Écart moyen (µs),861.50
Écart min (µs),653
Écart max (µs),1053
Fréquence moyenne (Hz),1160.76
Fréquence min (Hz),949.67
Fréquence max (Hz),1531.39

t(us),X(mg),Y(mg),Z(mg)
326282,16.66,36.26,989.80
327001,19.60,37.24,992.74
327787,18.62,42.14,992.74
328507,17.64,45.08,995.68
329295,24.50,40.18,999.60
330016,28.42,38.22,998.62
330802,25.48,36.26,992.74
331589,19.60,40.18,992.74
332311,23.52,41.16,986.86
333096,22.54,42.14,983.92
333814,20.58,42.14,990.78
334602,21.56,42.14,988.82
335324,22.54,43.12,987.84
336110,20.58,43.12,989.80
336828,20.58,42.14,983.92
337615,20.58,42.14,983.92
338402,18.62,43.12,988.82
339122,16.66,40.18,987.84
339909,17.64,41.16,987.84
340627,14.70,38.22,986.86
341416,18.62,39.20,984.90
342135,21.56,35.28,987.84
342913,20.58,40.18,984.90
343640,20.58,42.14,988.82
344424,21.56,42.14,993.72
345191,23.52,41.16,987.84
345909,19.60,42.14,990.78
346694,17.64,37.24,987.84
347483,18.62,37.24,985.88
348202,23.52,40.18,983.92
348992,23.52,40.18,980.98
349706,23.52,44.10,983.92
350494,20.58,43.12,986.86
351212,19.60,41.16,986.86
352002,19.60,38.22,984.90
352784,21.56,42.14,990.78
353507,16.66,41.16,995.68
354291,15.68,42.14,989.80
355016,22.54,43.12,989.80
355797,19.60,41.16,988.82
356521,18.62,40.18,991.76
357305,18.62,44.10,987.84
358030,17.64,42.14,989.80
358812,18.62,40.18,992.74
359562,18.62,43.12,991.76
360359,18.62,41.16,997.64
361084,16.66,38.22,987.84
361864,15.68,43.12,991.76
362587,20.58,42.14,995.68
363371,21.56,43.12,993.72
364093,17.64,41.16,992.74
364874,19.60,41.16,992.74
365664,23.52,43.12,994.70
366382,22.54,39.20,986.86
367171,25.48,41.16,983.92
367886,24.50,43.12,994.70
368675,24.50,42.14,993.72
369393,22.54,41.16,992.74
370184,21.56,40.18,993.72
370964,20.58,43.12,994.70
371686,21.56,41.16,990.78
372470,20.58,43.12,994.70
373195,20.58,40.18,989.80
373976,19.60,41.16,987.84
374698,17.64,43.12,990.78
375482,22.54,43.12,994.70
376207,22.54,40.18,993.72
376992,25.48,43.12,989.80
377748,20.58,44.10,985.88
378477,21.56,38.22,986.86
379268,23.52,40.18,994.70
380055,24.50,37.24,988.82
380773,24.50,40.18,987.84
381560,22.54,36.26,985.88
382282,23.52,41.16,992.74
383068,22.54,41.16,990.78
383787,22.54,39.20,991.76
384574,20.58,37.24,992.74
385295,19.60,39.20,992.74
386083,18.62,36.26,991.76
386868,18.62,41.16,988.82
387589,17.64,42.14,982.94
388378,18.62,43.12,986.86
389097,20.58,42.14,990.78
389884,21.56,42.14,994.70
390604,22.54,43.12,994.70
391392,20.58,39.20,999.60
392112,18.62,39.20,994.70
392896,22.54,38.22,988.82
393682,23.52,38.22,992.74
394403,20.58,40.18,984.90
395190,21.56,37.24,983.92
395909,21.56,38.22,985.88
396694,25.48,44.10,987.84
397416,22.54,41.16,989.80
398203,22.54,40.18,985.88
398922,20.58,42.14,991.76
399709,18.62,41.16,991.76
400499,13.72,39.20,989.80
401217,16.66,40.18,987.84
402008,19.60,40.18,991.76
402724,21.56,40.18,995.68
403516,17.64,41.16,995.68
404234,18.62,40.18,991.76
405023,21.56,43.12,990.78
405739,18.62,40.18,997.64
406529,17.64,40.18,998.62
407314,19.60,43.12,992.74
408036,18.62,41.16,989.80
408819,22.54,44.10,990.78
409542,17.64,44.10,992.74
410326,21.56,41.16,991.76
411049,18.62,42.14,988.82
411829,17.64,41.16,985.88
412553,18.62,39.20,986.86
413337,22.54,40.18,991.76
414062,21.56,41.16,991.76
414843,20.58,42.14,993.72
415632,18.62,36.26,986.86
416349,18.62,41.16,989.80
417138,18.62,42.14,985.88
417853,19.60,37.24,992.74
418643,18.62,42.14,994.70
419360,22.54,43.12,987.84
420152,22.54,40.18,991.76
420931,23.52,42.14,988.82
421656,16.66,40.18,989.80
422440,17.64,42.14,985.88
423163,18.62,41.16,993.72
423945,21.56,41.16,992.74
424669,18.62,41.16,992.74
425453,22.54,39.20,994.70
426175,21.56,41.16,986.86
426957,20.58,40.18,993.72
427747,19.60,40.18,992.74
428465,20.58,39.20,993.72
429254,21.56,38.22,989.80
429969,20.58,39.20,991.76
430759,19.60,41.16,992.74
431477,23.52,38.22,993.72
432267,23.52,37.24,994.70
432987,24.50,40.18,989.80
433773,18.62,39.20,987.84
434560,19.60,45.08,988.82
435282,19.60,41.16,984.90
436068,20.58,41.16,985.88
436787,18.62,36.26,985.88
437574,23.52,35.28,991.76
438295,23.52,36.26,989.80
439083,18.62,39.20,986.86
439802,19.60,42.14,991.76
440589,19.60,43.12,989.80
441378,21.56,45.08,990.78
442097,19.60,42.14,990.78
442884,19.60,44.10,985.88
443604,19.60,42.14,993.72
444392,18.62,42.14,993.72
445117,18.62,42.14,991.76
445915,16.66,43.12,989.80
446636,19.60,42.14,988.82
447397,17.64,40.18,987.84
448188,16.66,44.10,991.76
448904,17.64,40.18,988.82
449693,21.56,40.18,997.64
450411,20.58,43.12,992.74
451200,16.66,43.12,989.80
451915,19.60,42.14,990.78
452706,19.60,38.22,994.70
453494,15.68,39.20,992.74
454216,16.66,41.16,987.84
455001,18.62,43.12,987.84
455720,18.62,43.12,988.82
456507,20.58,43.12,992.74
457229,17.64,43.12,994.70
458013,19.60,42.14,996.66
458731,20.58,37.24,993.72
459518,21.56,40.18,995.68
460306,24.50,39.20,994.70
461023,23.52,39.20,988.82
461808,17.64,38.22,990.78
462526,18.62,38.22,991.76
463314,18.62,40.18,991.76
464032,16.66,43.12,997.64
464819,17.64,45.08,994.70
465538,18.62,43.12,993.72
466326,16.66,39.20,985.88
467113,15.68,39.20,986.86
467831,12.74,41.16,990.78
468618,17.64,43.12,986.86
469340,19.60,39.20,987.84
470125,20.58,37.24,987.84
470842,20.58,38.22,995.68
471627,17.64,38.22,989.80
